timestamp,charge_point_id,grid_load_kw,max_grid_capacity_kw,load_percentage,simultaneous_charging,voltage_v,frequency_hz,power_factor,demand_response_signal,dr_compliance_rate,ramp_rate_kw_min,reactive_power_kvar,thd_percentage,peak_hour,day_type,attack_type,label
2026-01-01 10:22:00,CP_ANT_0039,261.12,500,52.22,2,408.71,49.904,0.978,0,0,3.69,5.47,3.75,0,0,normal,0
2026-01-01 12:14:00,CP_IZM_0010,935.48,1000,93.55,24,380.52,49.513,0.854,0,0.202,92.92,204.7,7.35,0,0,grid_overload,1
2026-01-01 08:04:00,CP_IZM_0016,436.24,1000,43.62,5,403.19,49.964,0.998,0,0,11.46,9.31,2.17,1,0,normal,0
2026-01-01 15:59:00,CP_ANK_0032,425.11,1000,42.51,13,387.54,49.925,0.774,0,0.398,122.87,-83.52,15.13,0,0,grid_instability,1
2026-01-01 02:55:00,CP_ANT_0012,1035.5,1500,69.03,5,402.95,49.978,0.963,0,0,9.7,42.22,3.96,0,0,normal,0
2026-01-01 01:48:00,CP_BUR_0008,808.22,1500,53.88,5,409.31,50.048,0.952,0,0,4.82,-2.44,1.53,0,0,normal,0
2026-01-01 09:20:00,CP_ANK_0083,526.26,1000,52.63,5,406.07,49.991,0.951,0,0,9.62,-31.63,2.55,0,0,normal,0
2026-01-01 03:56:00,CP_IST_0059,480.98,750,64.13,1,409.31,49.914,0.973,0,0,11.6,-18.93,1.3,0,0,normal,0
2026-01-01 07:52:00,CP_BUR_0082,384.59,750,51.28,5,407.05,49.937,0.956,0,0,3.8,-3.3,4.28,1,0,normal,0
2026-01-01 06:17:00,CP_BUR_0063,266.28,500,53.26,3,401.18,49.931,0.951,0,0,5.16,-3.08,1.03,0,0,normal,0
2026-01-01 10:15:00,CP_IZM_0099,752.55,1500,50.17,1,409.37,50.078,0.987,0,0,12.99,20.72,3.0,0,0,normal,0
2026-01-01 12:07:00,CP_IST_0014,1309.63,1500,87.31,10,370.88,49.6,0.833,0,0.082,45.88,295.9,7.33,0,0,grid_overload,1
2026-01-01 07:01:00,CP_BUR_0072,278.1,500,55.62,4,401.85,50.076,0.994,0,0,7.78,-10.44,3.57,1,0,normal,0
2026-01-01 01:27:00,CP_ANK_0100,473.07,1000,47.31,2,406.8,49.941,0.991,0,0,8.8,31.31,1.82,0,0,normal,0
2026-01-01 08:22:00,CP_IZM_0055,297.36,500,59.47,5,408.07,50.041,0.988,0,0,4.81,39.79,2.76,1,0,normal,0
2026-01-01 01:13:00,CP_IST_0013,1029.36,1500,68.62,4,408.09,49.907,0.953,0,0,14.96,24.68,2.52,0,0,normal,0
2026-01-01 12:16:00,CP_BUR_0005,1019.09,1000,101.91,16,366.39,49.721,0.868,0,0.277,95.75,291.83,9.09,0,0,grid_overload,1
2026-01-01 09:36:00,CP_ANK_0073,882.76,1500,58.85,3,403.91,49.901,0.998,1,0.899,10.97,23.43,4.35,0,0,normal,0
2026-01-01 14:12:00,CP_BUR_0039,608.31,750,81.11,24,380.56,49.816,0.854,1,0.143,130.8,127.32,8.81,1,0,coordinated_attack,1
2026-01-01 14:16:00,CP_BUR_0033,2034.35,2000,101.72,16,397.71,49.696,0.89,1,0.076,149.0,177.54,6.0,1,0,coordinated_attack,1
2026-01-01 04:30:00,CP_IST_0013,1012.72,1500,67.51,1,406.8,50.025,0.976,1,0.867,2.24,6.66,3.04,0,0,normal,0
2026-01-01 11:28:00,CP_BUR_0049,675.49,1500,45.03,4,401.34,50.022,0.972,0,0,12.29,29.36,1.07,0,0,normal,0
2026-01-01 15:40:00,CP_ANK_0088,391.69,750,52.23,2,419.01,50.404,0.754,1,0.33,185.26,324.46,10.39,0,0,grid_instability,1
2026-01-01 15:17:00,CP_ANT_0063,1188.68,1500,79.25,15,387.72,49.893,0.894,1,-0.122,27.93,80.48,3.83,0,0,dr_manipulation,1
2026-01-01 16:29:00,CP_ANT_0082,539.1,750,71.88,11,401.24,50.114,0.915,0,0.46,133.12,189.18,13.48,0,0,grid_instability,1
2026-01-01 04:42:00,CP_ANT_0075,897.24,1500,59.82,2,405.82,50.031,1.0,0,0,13.6,-9.54,3.58,0,0,normal,0
2026-01-01 11:27:00,CP_BUR_0047,679.4,1500,45.29,2,399.55,50.015,0.998,0,0,4.08,28.13,1.28,0,0,normal,0
2026-01-01 11:52:00,CP_IST_0021,860.12,750,114.68,15,381.01,49.516,0.904,0,0.257,83.64,159.82,10.89,0,0,grid_overload,1
2026-01-01 03:59:00,CP_BUR_0067,230.78,500,46.16,2,401.3,50.092,0.999,0,0,10.67,-40.7,4.22,0,0,normal,0
2026-01-01 00:41:00,CP_IST_0075,458.94,750,61.19,1,401.22,49.966,0.973,0,0,3.1,-7.99,4.17,0,0,normal,0
2026-01-01 16:18:00,CP_ANK_0044,900.02,1500,60.0,5,359.33,50.486,0.889,2,0.477,93.41,-23.97,11.54,0,0,grid_instability,1
2026-01-01 08:33:00,CP_IST_0087,248.95,500,49.79,5,404.62,50.017,0.961,0,0,2.94,-41.64,3.97,1,0,normal,0
2026-01-01 00:18:00,CP_ANK_0063,385.27,750,51.37,4,398.98,50.057,0.973,1,0.954,10.96,28.34,3.32,0,0,normal,0
2026-01-01 11:54:00,CP_ANK_0027,1113.29,1000,111.33,9,385.49,49.713,0.855,0,0.173,66.51,196.49,11.38,0,0,grid_overload,1
2026-01-01 04:05:00,CP_IST_0003,209.25,500,41.85,2,396.96,50.065,0.969,0,0,8.73,-24.12,3.84,0,0,normal,0
2026-01-01 10:41:00,CP_BUR_0046,324.3,750,43.24,1,403.93,49.914,0.989,0,0,13.57,-37.4,2.78,0,0,normal,0
2026-01-01 00:01:00,CP_ANK_0036,284.19,500,56.84,5,401.29,49.99,0.964,0,0,11.38,-34.03,2.48,0,0,normal,0
2026-01-01 10:35:00,CP_ANK_0032,687.57,1500,45.84,1,408.2,50.062,1.0,0,0,14.67,-7.62,1.26,0,0,normal,0
2026-01-01 12:44:00,CP_ANK_0078,597.92,750,79.72,6,376.1,50.274,0.671,1,0.236,47.7,379.97,14.27,0,0,power_imbalance,1
2026-01-01 07:41:00,CP_ANT_0059,883.8,1500,58.92,1,405.26,50.008,0.979,0,0,13.55,3.5,1.04,1,0,normal,0
2026-01-01 01:44:00,CP_ANT_0010,980.02,1500,65.33,2,401.54,49.98,0.954,0,0,11.19,-27.84,3.73,0,0,normal,0
2026-01-01 07:31:00,CP_BUR_0074,952.94,1500,63.53,4,403.51,49.968,0.985,0,0,9.94,-42.21,4.26,1,0,normal,0
2026-01-01 14:25:00,CP_ANT_0026,977.62,1000,97.76,42,384.33,49.834,0.908,1,0.046,143.81,84.48,8.91,1,0,coordinated_attack,1
2026-01-01 00:59:00,CP_ANK_0005,359.55,750,47.94,1,397.36,49.935,0.954,0,0,6.13,18.94,2.64,0,0,normal,0
2026-01-01 09:28:00,CP_IZM_0051,283.55,500,56.71,1,399.99,49.947,0.995,0,0,0.08,0.45,2.33,0,0,normal,0
2026-01-01 08:11:00,CP_IZM_0015,210.63,500,42.13,2,405.82,50.019,0.966,0,0,11.21,39.84,1.81,1,0,normal,0
2026-01-01 03:18:00,CP_BUR_0055,958.96,1500,63.93,1,407.28,50.059,0.97,1,0.871,4.54,-24.73,1.54,0,0,normal,0
2026-01-01 04:24:00,CP_IZM_0085,689.85,1500,45.99,1,398.1,50.028,0.999,1,0.977,4.63,-10.25,2.71,0,0,normal,0
2026-01-01 15:16:00,CP_ANK_0099,596.7,750,79.56,13,403.19,50.085,0.956,1,-0.071,40.83,82.01,3.1,0,0,dr_manipulation,1
2026-01-01 11:48:00,CP_ANK_0048,1699.43,1500,113.3,15,367.77,49.587,0.813,1,0.222,96.23,248.92,6.7,0,0,grid_overload,1
2026-01-01 04:44:00,CP_IZM_0029,429.28,1000,42.93,2,406.11,50.045,0.978,0,0,14.2,39.96,3.29,0,0,normal,0
2026-01-01 15:15:00,CP_ANT_0069,543.69,750,72.49,15,396.79,49.887,0.889,1,0.08,44.63,73.5,6.63,0,0,dr_manipulation,1
2026-01-01 03:40:00,CP_ANK_0086,524.03,750,69.87,2,408.23,49.96,0.994,0,0,1.4,-13.96,1.29,0,0,normal,0
2026-01-01 04:18:00,CP_IZM_0009,450.37,1000,45.04,1,407.32,50.034,0.986,0,0,6.7,-23.48,1.87,0,0,normal,0
2026-01-01 02:33:00,CP_IST_0037,756.96,1500,50.46,3,399.32,50.015,0.977,1,0.973,14.32,30.46,2.02,0,0,normal,0
2026-01-01 12:50:00,CP_ANK_0090,441.31,750,58.84,5,420.12,50.031,0.786,1,0.273,44.83,163.97,8.96,0,0,power_imbalance,1
2026-01-01 15:12:00,CP_BUR_0049,1346.75,1500,89.78,6,388.92,49.89,0.903,1,-0.037,33.66,54.52,3.49,0,0,dr_manipulation,1
2026-01-01 04:00:00,CP_IZM_0031,537.54,1000,53.75,1,403.71,50.001,0.982,1,0.861,8.52,-6.5,4.37,0,0,normal,0
2026-01-01 13:55:00,CP_ANT_0044,842.86,1000,84.29,37,396.64,49.717,0.862,1,0.199,87.84,86.99,7.6,1,0,coordinated_attack,1
2026-01-01 10:43:00,CP_ANK_0085,575.1,1000,57.51,5,406.63,49.929,0.965,0,0,4.37,47.03,2.81,0,0,normal,0
2026-01-01 01:30:00,CP_BUR_0062,512.72,750,68.36,1,405.91,50.082,0.983,0,0,6.87,46.4,1.21,0,0,normal,0
2026-01-01 06:37:00,CP_IST_0001,971.77,1500,64.78,3,404.13,50.013,0.961,0,0,5.4,-4.76,4.36,0,0,normal,0
2026-01-01 06:59:00,CP_ANT_0057,307.25,750,40.97,1,408.88,50.09,0.961,0,0,11.37,-43.39,4.24,0,0,normal,0
2026-01-01 06:58:00,CP_ANK_0021,423.84,1000,42.38,4,397.01,50.069,0.973,0,0,2.76,-11.25,2.66,0,0,normal,0
2026-01-01 05:23:00,CP_IST_0011,562.07,1000,56.21,3,395.37,50.003,0.989,1,0.923,4.45,15.15,2.12,0,0,normal,0
2026-01-01 06:12:00,CP_ANK_0022,581.62,1000,58.16,4,399.07,49.989,0.993,0,0,11.22,2.09,2.58,0,0,normal,0
2026-01-01 14:23:00,CP_IST_0090,821.48,1000,82.15,36,397.73,49.799,0.908,1,0.047,66.56,241.16,9.52,1,0,coordinated_attack,1
2026-01-01 11:31:00,CP_ANT_0050,1023.13,1500,68.21,3,400.76,49.962,0.999,0,0,6.13,-46.12,4.23,0,0,normal,0
2026-01-01 06:54:00,CP_ANK_0026,395.95,750,52.79,3,408.65,49.966,0.977,0,0,9.79,8.1,3.39,0,0,normal,0
2026-01-01 15:41:00,CP_IZM_0038,388.01,750,51.73,14,413.53,49.549,0.735,1,0.307,180.23,22.76,9.19,0,0,grid_instability,1
2026-01-01 06:33:00,CP_IZM_0054,201.96,500,40.39,2,404.84,50.086,0.992,1,0.97,0.91,5.8,4.28,0,0,normal,0
2026-01-01 00:43:00,CP_IST_0069,530.75,1000,53.08,1,400.83,50.034,0.99,0,0,12.61,41.95,4.43,0,0,normal,0
2026-01-01 12:31:00,CP_BUR_0025,1549.98,1500,103.33,24,383.73,49.55,0.833,0,0.087,97.35,112.16,11.83,0,0,grid_overload,1
2026-01-01 01:51:00,CP_BUR_0085,727.87,1500,48.52,5,408.1,49.967,0.979,0,0,13.75,-18.98,3.3,0,0,normal,0
2026-01-01 16:06:00,CP_BUR_0022,949.38,1500,63.29,19,351.13,49.777,0.787,1,0.176,182.52,124.54,12.85,0,0,grid_instability,1
2026-01-01 16:10:00,CP_IZM_0082,819.63,1500,54.64,8,387.64,50.139,0.78,1,0.415,159.71,209.08,13.96,0,0,grid_instability,1
2026-01-01 04:04:00,CP_IST_0018,301.58,500,60.32,3,407.3,49.935,0.998,1,0.933,8.25,-40.53,1.36,0,0,normal,0
2026-01-01 06:01:00,CP_IST_0100,931.7,1500,62.11,2,406.03,50.075,0.96,0,0,12.52,33.63,2.25,0,0,normal,0
2026-01-01 01:57:00,CP_ANT_0048,826.31,1500,55.09,4,409.49,50.063,0.99,0,0,13.1,-44.78,2.68,0,0,normal,0
