timestamp,charge_point_id,log_type,log_size,previous_log_time,time_gap_seconds,sequence_number,log_hash,log_source,user_agent,is_encrypted,file_permission,anomaly_type,label
2025-12-04 04:51:27,CP_0009,CONFIG_UPDATE,548,2025-12-04 04:49:13,134,41,029fa60ecd8f,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 04:54:25,CP_0050,AUTH_SUCCESS,1743,2025-12-04 04:51:27,178,42,0b0fc401923d,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 04:56:04,CP_0008,ADMIN_SILENT,8434,2025-12-04 04:54:25,99,43,01c37e0741fc,UNKNOWN_SOURCE,Postman/8.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 04:57:18,CP_0048,METER_VALUE,1205,2025-12-04 04:56:04,74,44,0358210d74de,EVSE,MeterService/1.5,0,644,NORMAL,0
2025-12-04 05:00:33,CP_0033,CONFIG_UPDATE,351,2025-12-04 04:57:18,195,45,08c20a099659,CSMS,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 05:00:58,CP_0004,SYSTEM_BYPASS,26109,2025-12-04 05:00:33,25,46,07f3a60858a4,UNKNOWN_SOURCE,curl/7.68.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 05:02:23,CP_0005,AUTH_SUCCESS,691,2025-12-04 05:00:58,85,47,0b83d40ba7b5,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 05:06:25,CP_0033,CONFIG_UPDATE,1009,2025-12-04 05:02:23,242,48,031cdc0e3725,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 05:08:31,CP_0027,ROLLBACK_LOG,48588,2025-12-04 05:06:25,126,49,08c82807e7d2,UNKNOWN_SOURCE,Postman/8.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 05:10:51,CP_0024,AUTH_SUCCESS,1534,2025-12-04 05:08:31,140,50,091d3902999a,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 05:14:42,CP_0007,STATUS_CHANGE,1790,2025-12-04 05:10:51,231,51,039b930a6d85,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 05:18:28,CP_0047,ADMIN_SILENT,19696,2025-12-04 05:14:42,226,52,0b21e706866a,UNKNOWN_SOURCE,wget/1.21,0,644,FAKE_LOG_INJECTION,1
2025-12-04 05:19:33,CP_0023,FIRMWARE_CHECK,880,2025-12-04 05:18:28,65,53,035d310dba41,OCPP_GATEWAY,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 05:24:30,CP_0050,CONFIG_UPDATE,1384,2025-12-04 05:19:33,297,54,0c53540bcf1e,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 05:26:12,CP_0018,HEARTBEAT,2015,2025-12-04 05:24:30,102,55,06f68b07246a,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 05:31:11,CP_0043,METER_VALUE,270,2025-12-04 05:26:12,299,56,03cbbe0d61a2,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 05:34:33,CP_0027,CONNECTOR_STATUS,826,2025-12-04 05:31:11,202,57,040b5f07725c,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 05:36:02,CP_0011,GAP_DETECTED,0,2025-12-04 05:34:33,341026,4178,BULK_DEL_524,OCPP_GATEWAY,MeterService/1.5,0,644,BULK_LOG_DELETION,1
2025-12-04 05:38:31,CP_0014,FIRMWARE_CHECK,361,2025-12-04 05:36:02,149,59,070c7308678d,EVSE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 05:43:10,CP_0043,HEARTBEAT,221,2025-12-04 05:38:31,279,60,050dde07d99f,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 05:45:54,CP_0014,AUTH_SUCCESS,1693,2025-12-04 05:43:10,164,61,059d3b062833,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 05:50:18,CP_0048,METER_VALUE,487,2025-12-04 05:45:54,264,62,0397c5079bf4,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 05:53:51,CP_0048,SESSION_START,1021,2025-12-04 05:50:18,213,63,01d36308e1c7,EVSE,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 05:57:28,CP_0046,METER_VALUE,720,2025-12-04 05:53:51,217,64,035e600801a3,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 06:01:33,CP_0045,STATUS_CHANGE,308,2025-12-04 05:57:28,245,65,0883650f09a2,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2024-02-26 03:13:59,CP_0006,METER_VALUE,1910,2025-12-04 06:01:33,999999,66,067d820d7571,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 06:07:19,CP_0034,FIRMWARE_CHECK,525,2025-12-04 06:06:11,68,67,0df20e071daa,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 06:08:21,CP_0010,HEARTBEAT,532,2025-12-04 06:07:19,62,68,044d460b2a0d,CSMS,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 06:12:43,CP_0030,CONFIG_UPDATE,1684,2025-12-04 06:08:21,262,69,0acc2008b557,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 06:16:38,CP_0005,CONNECTOR_STATUS,1033,2025-12-04 06:12:43,235,70,0ba0c7065efa,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 06:21:07,CP_0005,HEARTBEAT,1073,2025-12-04 06:16:38,269,71,08c1aa0220aa,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 06:21:56,CP_0042,SESSION_END,1387,2025-12-04 06:21:07,49,72,0b07f909a393,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 06:25:56,CP_0037,ENERGY_UPDATE,786,2025-12-04 06:21:56,240,73,0b34ba0922cd,CSMS,OCPP/1.6J-ChargePoint,0,644,NORMAL,0
2025-12-04 06:26:58,CP_0022,SESSION_END,1161,2025-12-04 06:25:56,62,74,0bdd2904496d,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 06:30:52,CP_0034,FIRMWARE_CHECK,1376,2025-12-04 06:26:58,234,75,0410d9075926,OCPP_GATEWAY,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 06:33:55,CP_0044,SYSTEM_BYPASS,23621,2025-12-04 06:30:52,183,76,0e274c0b9ebc,UNKNOWN_SOURCE,wget/1.21,0,644,FAKE_LOG_INJECTION,1
2025-12-04 06:35:21,CP_0022,SESSION_END,88,2025-12-04 06:33:55,86,77,MODIFIED_3112,OCPP_GATEWAY,UnknownEditor/1.0,0,644,LOG_MODIFICATION,1
2025-12-04 06:38:43,CP_0042,HEARTBEAT,73,2025-12-04 06:35:21,202,78,MODIFIED_1298,EVSE,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 06:40:25,CP_0014,STATUS_CHANGE,1697,2025-12-04 06:38:43,102,79,094e64049914,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 06:41:26,CP_0033,DELETED_ENTRY,0,2025-12-04 06:40:25,81882,80,000000000000,EVSE,EVSE-Controller/3.0,1,644,LOG_DELETION,1
2025-12-04 06:42:59,CP_0012,ENERGY_UPDATE,93,2025-12-04 06:41:26,93,81,MODIFIED_6968,AUTH_SERVICE,UnknownEditor/1.0,0,644,LOG_MODIFICATION,1
2025-12-04 06:46:56,CP_0040,HEARTBEAT,1668,2025-12-04 06:42:59,237,82,0d80a10e1112,AUTH_SERVICE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 06:49:44,CP_0031,ENERGY_UPDATE,881,2025-12-04 06:46:56,168,83,0c60f80aa710,AUTH_SERVICE,MeterService/1.5,1,644,NORMAL,0
2025-12-04 06:54:11,CP_0034,METER_VALUE,459,2025-12-04 06:49:44,-433,0,0e989c04b896,CSMS,EVSE-Controller/3.0,1,644,LOG_SEQUENCE_ANOMALY,1
2025-12-04 06:55:13,CP_0046,FIRMWARE_CHECK,1871,2025-12-04 06:54:11,62,85,03854e06163e,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 06:59:45,CP_0010,ROLLBACK_LOG,30982,2025-12-04 06:55:13,272,86,0514170e97d7,UNKNOWN_SOURCE,curl/7.68.0,0,644,FAKE_LOG_INJECTION,1
2025-12-04 07:01:55,CP_0025,ADMIN_SILENT,7510,2025-12-04 06:59:45,130,87,051e5501fa14,UNKNOWN_SOURCE,python-requests/2.25,0,644,FAKE_LOG_INJECTION,1
2025-12-04 07:04:31,CP_0031,AUTH_SUCCESS,1682,2025-12-04 07:01:55,156,88,0cd080090819,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 07:04:50,CP_0017,ENERGY_UPDATE,1838,2025-12-04 07:04:31,19,89,03eb0e0a4e86,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 07:07:01,CP_0020,SESSION_END,225,2025-12-04 07:04:50,131,90,055745083e3a,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 07:11:26,CP_0039,FIRMWARE_CHECK,161,2025-12-04 07:07:01,265,91,0ba31c09c59a,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 07:15:15,CP_0001,CONFIG_UPDATE,850,2025-12-04 07:11:26,229,92,055ff90aa810,AUTH_SERVICE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 07:19:53,CP_0024,SESSION_END,1205,2025-12-04 07:15:15,278,93,0a3b2f09a4a3,EVSE,MeterService/1.5,0,644,NORMAL,0
2025-12-04 07:20:25,CP_0041,METER_VALUE,892,2025-12-04 07:19:53,32,94,0595930d7ba2,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 07:23:31,CP_0016,SESSION_END,1708,2025-12-04 07:20:25,186,95,0ad6190d49f3,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 07:26:34,CP_0042,CONNECTOR_STATUS,54,2025-12-04 07:23:31,183,96,MODIFIED_3209,AUTH_SERVICE,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 07:27:02,CP_0019,ENERGY_UPDATE,217,2025-12-04 07:26:34,28,97,0e2f0204b7a7,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 07:31:35,CP_0026,FIRMWARE_CHECK,1097,2025-12-04 07:27:02,273,98,059432021c9f,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 07:32:09,CP_0042,STATUS_CHANGE,687,2025-12-04 07:31:35,34,99,0384790e50bb,OCPP_GATEWAY,MeterService/1.5,0,644,NORMAL,0
2025-12-04 07:35:36,CP_0022,AUTH_SUCCESS,1144,2025-12-04 07:32:09,-384,-1,0c9956097c7b,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,LOG_SEQUENCE_ANOMALY,1
2025-12-04 07:37:18,CP_0035,HEARTBEAT,785,2025-12-04 07:35:36,102,101,032add02ce96,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 07:41:16,CP_0039,METER_VALUE,469,2025-12-04 07:37:18,238,102,0c8fe608a0df,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 07:44:26,CP_0040,METER_VALUE,690,2025-12-04 07:41:16,-25,727,0bc1e40e3084,EVSE,OCPP/1.6J-ChargePoint,0,644,LOG_SEQUENCE_ANOMALY,1
2025-12-04 07:48:20,CP_0003,DELETED_ENTRY,0,2025-12-04 07:44:26,77949,104,000000000000,OCPP_GATEWAY,EVSE-Controller/3.0,0,644,LOG_DELETION,1
2025-12-04 07:48:46,CP_0039,AUTH_SUCCESS,1518,2025-12-04 07:48:20,26,105,08b982077618,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2019-05-31 03:13:59,CP_0024,METER_VALUE,771,2025-12-04 07:48:46,999999,106,0beb3905fc23,CSMS,OCPP/1.6J-ChargePoint,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 07:58:24,CP_0008,SESSION_END,62,2025-12-04 07:53:27,297,107,MODIFIED_9047,AUTH_SERVICE,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 07:59:11,CP_0029,DELETED_ENTRY,0,2025-12-04 07:58:24,12111,108,000000000000,EVSE,EVSE-Controller/3.0,1,644,LOG_DELETION,1
2025-12-04 08:04:02,CP_0035,HEARTBEAT,1953,2025-12-04 07:59:11,291,109,06533f0f25cd,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 08:08:32,CP_0015,SESSION_END,539,2025-12-04 08:04:02,270,110,0e32ed03bf76,CSMS,MeterService/1.5,1,644,NORMAL,0
2025-12-04 08:11:50,CP_0030,METER_VALUE,83,2025-12-04 08:08:32,198,111,MODIFIED_8842,EVSE,UnknownEditor/1.0,0,644,LOG_MODIFICATION,1
2025-12-04 08:15:29,CP_0037,SESSION_END,384,2025-12-04 08:11:50,219,112,06992b0bcda4,EVSE,MeterService/1.5,0,644,NORMAL,0
2025-12-04 08:20:03,CP_0023,AUTH_SUCCESS,1926,2025-12-04 08:15:29,274,113,0eca6d0e0294,CSMS,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 08:24:30,CP_0004,SESSION_END,1189,2025-12-04 08:20:03,267,114,03f960066451,CSMS,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 08:26:35,CP_0023,FIRMWARE_CHECK,1960,2025-12-04 08:24:30,125,115,0612160f0f91,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2026-11-19 03:13:59,CP_0018,AUTH_SUCCESS,1408,2025-12-04 08:26:35,999999,116,065efe0b5b52,EVSE,CSMS-Monitor/2.1,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 08:34:29,CP_0037,SESSION_START,1818,2025-12-04 08:31:27,182,117,01fad702d350,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 08:38:12,CP_0040,SESSION_START,1147,2025-12-04 08:34:29,223,118,0b8f7d0a414f,OCPP_GATEWAY,EVSE-Controller/3.0,0,644,NORMAL,0
2025-12-04 08:40:27,CP_0044,METER_VALUE,737,2025-12-04 08:38:12,135,119,08c85702b185,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 08:44:09,CP_0031,CONNECTOR_STATUS,545,2025-12-04 08:40:27,222,120,06f80d0b3b81,CSMS,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 08:47:15,CP_0026,AUTH_SUCCESS,1685,2025-12-04 08:44:09,186,121,07745b09c3fb,EVSE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 08:51:23,CP_0008,HEARTBEAT,1048,2025-12-04 08:47:15,248,122,057e1903c7a8,EVSE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 08:54:49,CP_0040,METER_VALUE,636,2025-12-04 08:51:23,206,123,0414c10e8aa1,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 08:56:20,CP_0032,FIRMWARE_CHECK,1084,2025-12-04 08:54:49,91,124,09818b067668,AUTH_SERVICE,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 08:59:51,CP_0033,CONNECTOR_STATUS,621,2025-12-04 08:56:20,211,125,04f7db0adc00,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,NORMAL,0
2025-12-04 09:02:25,CP_0032,CONFIG_UPDATE,1935,2025-12-04 08:59:51,154,126,0f02ef0bfe79,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 09:06:15,CP_0009,TRUNCATED_LOG,26,2025-12-04 09:02:25,230,127,0760d9TRUNC,AUTH_SERVICE,EVSE-Controller/3.0,1,644,LOG_TRUNCATION,1
2025-12-04 09:11:12,CP_0013,DELETED_ENTRY,0,2025-12-04 09:06:15,85289,128,000000000000,AUTH_SERVICE,MeterService/1.5,1,644,LOG_DELETION,1
2026-09-21 03:13:59,CP_0009,SESSION_END,934,2025-12-04 09:11:12,-7200,129,077f3e0e3e86,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 09:16:48,CP_0003,SESSION_START,207,2025-12-04 09:12:22,266,130,03b7ed0cf17f,OCPP_GATEWAY,MeterService/1.5,0,644,NORMAL,0
2025-12-04 09:21:21,CP_0009,DELETED_ENTRY,0,2025-12-04 09:16:48,81420,131,000000000000,CSMS,MeterService/1.5,1,644,LOG_DELETION,1
2025-12-04 09:25:51,CP_0035,SESSION_END,93,2025-12-04 09:21:21,270,132,MODIFIED_6427,AUTH_SERVICE,UnknownEditor/1.0,1,644,LOG_MODIFICATION,1
2025-12-04 09:28:38,CP_0047,SESSION_START,1350,2025-12-04 09:25:51,167,133,091e8b05c63c,DEBUG_MODE,MetadataEditor/HACK,0,000,LOG_METADATA_TAMPERING,1
2025-12-04 09:32:02,CP_0010,ENERGY_UPDATE,192,2025-12-04 09:28:38,204,134,0aafdf0cbbf5,EVSE,CSMS-Monitor/2.1,1,644,NORMAL,0
2025-12-04 09:35:57,CP_0021,METER_VALUE,438,2025-12-04 09:32:02,235,135,08221c0c92ea,CSMS,MeterService/1.5,0,644,NORMAL,0
2025-12-04 09:36:38,CP_0046,TRUNCATED_LOG,21,2025-12-04 09:35:57,41,136,04d7e5TRUNC,OCPP_GATEWAY,MeterService/1.5,0,644,LOG_TRUNCATION,1
2025-12-04 09:38:16,CP_0030,FIRMWARE_CHECK,829,2025-12-04 09:36:38,98,137,0a44280731c8,OCPP_GATEWAY,MeterService/1.5,1,644,NORMAL,0
2025-12-04 09:40:32,CP_0018,FIRMWARE_CHECK,739,2025-12-04 09:38:16,136,138,051fae0649a7,OCPP_GATEWAY,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 09:43:24,CP_0031,STATUS_CHANGE,1275,2025-12-04 09:40:32,172,139,0e409a0d128f,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,NORMAL,0
2026-02-13 03:13:59,CP_0025,METER_VALUE,1804,2025-12-04 09:43:24,-7200,140,070c4b0de518,CSMS,EVSE-Controller/3.0,1,644,TIMESTAMP_MANIPULATION,1
2025-12-04 09:50:33,CP_0048,GAP_DETECTED,0,2025-12-04 09:48:12,143666,2600,BULK_DEL_348,OCPP_GATEWAY,EVSE-Controller/3.0,1,644,BULK_LOG_DELETION,1
2025-12-04 09:55:14,CP_0015,DELETED_ENTRY,0,2025-12-04 09:50:33,21618,142,000000000000,OCPP_GATEWAY,MeterService/1.5,1,644,LOG_DELETION,1
2025-12-04 10:00:05,CP_0011,DELETED_ENTRY,0,2025-12-04 09:55:14,41009,143,000000000000,CSMS,EVSE-Controller/3.0,1,644,LOG_DELETION,1
2025-12-04 10:00:45,CP_0050,SESSION_END,1463,2025-12-04 10:00:05,40,144,0ab646053dcc,EVSE,CSMS-Monitor/2.1,0,644,NORMAL,0
2025-12-04 10:02:25,CP_0003,GAP_DETECTED,0,2025-12-04 10:00:45,242843,1523,BULK_DEL_443,OCPP_GATEWAY,OCPP/1.6J-ChargePoint,1,644,BULK_LOG_DELETION,1
2025-12-04 10:05:00,CP_0030,FIRMWARE_CHECK,1201,2025-12-04 10:02:25,155,146,096db003ac4e,AUTH_SERVICE,EVSE-Controller/3.0,1,644,NORMAL,0
2025-12-04 10:06:07,CP_0022,AUTH_SUCCESS,1625,2025-12-04 10:05:00,67,147,08de560be600,OCPP_GATEWAY,CSMS-Monitor/2.1,1,644,NORMAL,0
