timestamp,charge_point_id,connector_id,command_type,source_ip,source_type,id_tag,session_token,is_authenticated,is_authorized,response_status,can_message_id,transaction_id,energy_kwh,request_interval_ms,anomaly_type,label
2026-01-07 23:49:28,CP_12348,1,ChangeConfiguration,192.168.1.101,CSMS,user_003,session_c640e236ef9547c6,True,True,Accepted,0x301,2800,14.01,114,NORMAL,0
2026-01-17 10:05:57,CP_12346,2,RemoteStopTransaction,192.168.1.100,CSMS,user_005,session_3d56459307dc40a0,True,True,Accepted,0x201,1509,18.11,397,NORMAL,0
2026-01-04 14:42:54,CP_12345,1,RemoteStartTransaction,192.168.1.100,CSMS,user_005,session_45d1d81fdcfb49a3,True,True,Accepted,0x200,7876,20.21,398,NORMAL,0
2026-02-06 18:10:16,CP_12346,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x201,,46.21002586537442,8,CAN_BUS_INJECTION,1
2026-01-21 05:59:31,CP_12349,1,RemoteStartTransaction,192.168.1.101,CSMS,fleet_001,session_9e6b265e41854b51,True,True,Accepted,0x200,8613,17.81,309,NORMAL,0
2026-01-24 14:14:39,CP_12349,1,ChangeConfiguration,192.168.1.100,CSMS,user_004,session_560af8b8fb6e48a3,True,True,Accepted,0x301,6573,20.31,236,NORMAL,0
2026-02-02 06:12:37,CP_12345,1,ChangeConfiguration,unknown,CSMS,UNKNOWN,,False,False,Rejected,0x200,,0.0,101,FAKE_ID_TAG,1
2026-01-01 18:49:54,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,user_003,session_cd1d7a6aa26f490c,True,True,Accepted,0x200,7600,47.13,196,NORMAL,0
2026-01-12 00:37:38,CP_12349,2,ChangeConfiguration,192.168.1.101,CSMS,fleet_001,session_a3d7f6bb20a649a8,True,True,Accepted,0x301,2098,18.31,205,NORMAL,0
2026-01-01 02:44:26,CP_12347,2,RemoteStartTransaction,192.168.1.101,CSMS,user_004,session_7be1b35a671e415e,True,True,Accepted,0x200,9260,44.03,114,NORMAL,0
2026-02-03 12:52:43,CP_12347,1,RemoteStopTransaction,91.121.87.10,CSMS,STOLEN_002,,True,False,Rejected,0x200,,0.0,55,FAKE_ID_TAG,1
2026-02-03 04:19:19,CP_12347,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,15.941785609052205,5,CAN_BUS_INJECTION,1
2026-02-05 01:58:04,CP_12345,2,RemoteStartTransaction,91.121.87.10,UNKNOWN,CLONE_003,,False,False,Rejected,0x200,,0.0,47,UNAUTHORIZED_REMOTE_START,1
2026-02-09 00:06:27,CP_12348,1,RemoteStartTransaction,185.220.101.1,UNKNOWN,STOLEN_002,,False,False,Accepted,0x200,,0.0,36,UNAUTHORIZED_REMOTE_START,1
2026-01-28 22:12:09,CP_12348,2,RemoteStopTransaction,10.0.0.50,CSMS,user_004,session_7aa21a6247594c8f,True,True,Accepted,0x201,7301,35.08,122,NORMAL,0
2026-02-07 15:40:01,CP_12345,2,Reset,10.0.0.50,EXTERNAL,admin_001,,True,False,Accepted,0x300,61,0.0,92,SESSIONLESS_COMMAND,1
2026-01-06 18:32:05,CP_12349,1,RemoteStartTransaction,10.0.0.50,CSMS,user_003,session_81ce088fc42e4d6b,True,True,Accepted,0x200,6132,42.09,199,NORMAL,0
2026-01-22 20:32:06,CP_12347,1,GetConfiguration,192.168.1.101,CSMS,user_003,session_d3f0916d89d24c95,True,True,Accepted,0x302,4962,15.46,348,NORMAL,0
2026-01-22 02:03:17,CP_12345,1,Reset,192.168.1.101,CSMS,admin_001,session_97467b6abe634479,True,True,Accepted,0x300,8924,5.09,400,NORMAL,0
2026-02-01 08:58:05,CP_12349,2,RemoteStopTransaction,45.33.32.156,CSMS,STOLEN_002,,True,False,Rejected,0x200,,0.0,170,FAKE_ID_TAG,1
2026-01-04 22:28:59,CP_12348,1,ChangeConfiguration,192.168.1.101,CSMS,user_005,session_1d2e8f33602b4b6f,True,True,Accepted,0x301,5635,5.45,368,NORMAL,0
2026-01-17 11:08:56,CP_12348,1,GetConfiguration,192.168.1.101,CSMS,user_004,session_c656f2293a6541d9,True,True,Accepted,0x302,9216,6.35,380,NORMAL,0
2026-02-03 08:11:09,CP_12348,1,RemoteStartTransaction,45.33.32.156,UNKNOWN,FAKE_001,,False,False,Accepted,0x200,,0.0,31,UNAUTHORIZED_REMOTE_START,1
2026-01-16 01:35:18,CP_12348,1,GetConfiguration,10.0.0.50,CSMS,admin_001,session_35f7f9ec34ef47ef,True,True,Accepted,0x302,7269,5.48,216,NORMAL,0
2026-01-23 07:56:01,CP_12346,1,RemoteStopTransaction,10.0.0.50,CSMS,fleet_002,session_22bd091f1ada4033,True,True,Accepted,0x201,4200,30.93,443,NORMAL,0
2026-01-21 03:21:15,CP_12347,2,Reset,192.168.1.100,CSMS,user_001,session_0ff647d3f3ac4abe,True,True,Accepted,0x300,3928,24.54,440,NORMAL,0
2026-01-03 14:45:08,CP_12348,2,RemoteStopTransaction,192.168.1.100,CSMS,admin_001,session_92da1c971f2d40d7,True,True,Accepted,0x201,4496,48.34,104,NORMAL,0
2026-01-16 18:16:12,CP_12345,2,Reset,10.0.0.50,CSMS,fleet_002,session_ff598969798b433c,True,True,Accepted,0x300,6274,36.84,496,NORMAL,0
2026-01-26 18:57:22,CP_12349,2,Reset,192.168.1.100,CSMS,user_002,session_ba4b360553784023,True,True,Accepted,0x300,5962,42.97,321,NORMAL,0
2026-01-18 08:20:39,CP_12346,2,RemoteStartTransaction,10.0.0.50,CSMS,fleet_002,session_93788e90a53f4783,True,True,Accepted,0x200,7907,9.43,353,NORMAL,0
2026-01-09 11:57:47,CP_12346,2,GetConfiguration,192.168.1.101,CSMS,user_005,session_51a6b180c47d4770,True,True,Accepted,0x302,5890,19.36,177,NORMAL,0
2026-01-21 21:44:12,CP_12346,1,RemoteStartTransaction,10.0.0.50,CSMS,user_002,session_a0637e4182254e84,True,True,Accepted,0x200,3867,34.63,107,NORMAL,0
2026-01-14 11:57:17,CP_12346,1,RemoteStopTransaction,192.168.1.100,CSMS,user_005,session_aac3720faa184804,True,True,Accepted,0x201,8478,32.07,398,NORMAL,0
2026-02-11 01:32:57,CP_12349,2,ChangeConfiguration,45.33.32.156,EXTERNAL,fleet_001,,False,False,Rejected,0x301,,0.0,9,UNKNOWN_IP_COMMAND,1
2026-02-01 15:04:08,CP_12347,2,Reset,91.121.87.10,EXTERNAL,user_002,,False,False,Rejected,0x300,,0.0,19,UNKNOWN_IP_COMMAND,1
2026-01-08 04:06:22,CP_12346,1,Reset,192.168.1.101,CSMS,admin_001,session_51c1ccbec8ea4025,True,True,Accepted,0x300,6484,12.24,325,NORMAL,0
2026-02-10 21:47:49,CP_12346,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,76.63645027217768,9,CAN_BUS_INJECTION,1
2026-01-09 16:47:13,CP_12346,1,RemoteStartTransaction,192.168.1.100,CSMS,user_003,session_46b33d20ceff4914,True,True,Accepted,0x200,9498,42.0,298,NORMAL,0
2026-01-04 17:18:46,CP_12346,1,Reset,10.0.0.50,CSMS,admin_001,session_f89820c8895a4543,True,True,Accepted,0x300,6177,23.39,362,NORMAL,0
2026-01-11 03:34:48,CP_12348,1,GetConfiguration,10.0.0.50,CSMS,admin_001,session_3d5eea91ccf743d9,True,True,Accepted,0x302,9521,47.13,102,NORMAL,0
2026-02-02 14:22:15,CP_12345,1,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x200,,66.21931552123561,5,CAN_BUS_INJECTION,1
2026-01-24 01:38:45,CP_12346,1,GetConfiguration,192.168.1.101,CSMS,user_001,session_018406c710704f06,True,True,Accepted,0x302,6817,43.59,287,NORMAL,0
2026-01-17 06:15:37,CP_12349,2,ChangeConfiguration,192.168.1.101,CSMS,user_005,session_2f6da6eda0954e71,True,True,Accepted,0x301,9544,15.19,409,NORMAL,0
2026-02-09 09:19:52,CP_12348,2,ChangeConfiguration,192.168.1.101,CSMS,fleet_001,,True,False,Rejected,0x301,71,0.0,89,SESSIONLESS_COMMAND,1
2026-02-05 17:16:54,CP_12347,1,ChangeConfiguration,192.168.1.101,EXTERNAL,STOLEN_002,,True,False,Rejected,0x200,,0.0,198,FAKE_ID_TAG,1
2026-02-05 21:28:20,CP_12349,2,RemoteStopTransaction,10.0.0.50,EXTERNAL,user_004,,True,False,Rejected,0x201,66,0.0,92,SESSIONLESS_COMMAND,1
2026-02-04 18:37:20,CP_12346,1,Reset,0.0.0.0,EXTERNAL,user_003,,False,False,Accepted,0x300,,0.0,21,UNKNOWN_IP_COMMAND,1
2026-02-09 02:44:16,CP_12345,2,RemoteStartTransaction,0.0.0.0,UNKNOWN,CLONE_003,,False,False,Rejected,0x200,,0.0,42,UNAUTHORIZED_REMOTE_START,1
2026-02-05 03:09:14,CP_12348,1,RemoteStopTransaction,185.220.101.1,CSMS,NULL,session_2e5a82738b804f62,False,False,Rejected,0x200,,0.0,183,FAKE_ID_TAG,1
2026-01-23 02:59:31,CP_12346,2,RemoteStartTransaction,10.0.0.50,CSMS,admin_001,session_9a33681aad904924,True,True,Accepted,0x200,9359,43.51,212,NORMAL,0
2026-01-31 08:41:36,CP_12345,1,RemoteStartTransaction,185.220.101.1,UNKNOWN,FAKE_001,,False,False,Accepted,0x200,,0.0,29,UNAUTHORIZED_REMOTE_START,1
2026-01-13 23:45:01,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,user_001,session_146935e0e47e43ef,True,True,Accepted,0x200,6582,26.96,444,NORMAL,0
2026-01-18 00:14:38,CP_12346,2,ChangeConfiguration,10.0.0.50,CSMS,user_005,session_7509fb10c77a460d,True,True,Accepted,0x301,3576,15.04,317,NORMAL,0
2026-01-15 12:55:34,CP_12345,1,GetConfiguration,10.0.0.50,CSMS,user_005,session_f0c9832352534a5d,True,True,Accepted,0x302,3972,14.97,457,NORMAL,0
2026-01-14 00:42:55,CP_12346,1,RemoteStopTransaction,192.168.1.101,CSMS,user_002,session_94e709c1de8f4bff,True,True,Accepted,0x201,9640,24.29,390,NORMAL,0
2026-01-28 12:43:10,CP_12348,1,RemoteStartTransaction,192.168.1.101,CSMS,user_003,session_1e9c4edcbbc34473,True,True,Accepted,0x200,9143,33.05,209,NORMAL,0
2026-02-05 18:13:30,CP_12346,2,ChangeConfiguration,192.168.1.101,CSMS,user_005,,True,False,Rejected,0x301,41,0.0,106,SESSIONLESS_COMMAND,1
2026-01-14 13:40:20,CP_12347,1,Reset,10.0.0.50,CSMS,user_005,session_cb160af6ad084324,True,True,Accepted,0x300,2106,6.45,151,NORMAL,0
2026-01-20 01:41:10,CP_12348,1,RemoteStartTransaction,10.0.0.50,CSMS,admin_001,session_096b267fb3404338,True,True,Accepted,0x200,2548,44.38,336,NORMAL,0
2026-01-06 05:13:15,CP_12345,2,RemoteStopTransaction,192.168.1.101,CSMS,user_001,session_88ff3926fb524baa,True,True,Accepted,0x201,3831,10.89,272,NORMAL,0
2026-01-06 16:02:20,CP_12346,2,GetConfiguration,192.168.1.101,CSMS,user_004,session_e6a5bc6bbef94b63,True,True,Accepted,0x302,4297,13.83,116,NORMAL,0
2026-01-12 15:45:12,CP_12349,1,Reset,192.168.1.100,CSMS,admin_001,session_77fc2cf8b0404c59,True,True,Accepted,0x300,6937,15.33,440,NORMAL,0
2026-02-05 06:08:04,CP_12349,1,ChangeConfiguration,91.121.87.10,EXTERNAL,admin_001,,True,False,Rejected,0x301,99,0.0,100,SESSIONLESS_COMMAND,1
2026-01-28 00:31:39,CP_12349,2,RemoteStopTransaction,192.168.1.101,CSMS,fleet_002,session_535ea7fc87c44941,True,True,Accepted,0x201,3773,22.75,371,NORMAL,0
2026-02-05 02:22:02,CP_12349,2,Reset,45.33.32.156,CSMS,user_005,,True,False,Rejected,0x300,48,0.0,131,SESSIONLESS_COMMAND,1
2026-02-02 00:27:21,CP_12346,1,Reset,0.0.0.0,CSMS,CLONE_003,,True,False,Rejected,0x200,,0.0,53,FAKE_ID_TAG,1
2026-01-03 12:20:19,CP_12346,2,GetConfiguration,10.0.0.50,CSMS,fleet_002,session_2061f593d8c3414e,True,True,Accepted,0x302,4083,9.04,404,NORMAL,0
2026-02-07 11:29:44,CP_12347,1,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,42.00292794375808,6,CAN_BUS_INJECTION,1
2026-01-31 23:10:04,CP_12345,2,RemoteStartTransaction,45.33.32.156,UNKNOWN,NULL,,False,False,Accepted,0x200,,0.0,21,UNAUTHORIZED_REMOTE_START,1
2026-01-11 00:28:51,CP_12346,2,GetConfiguration,10.0.0.50,CSMS,user_001,session_a7d007f59b974cca,True,True,Accepted,0x302,6473,48.98,383,NORMAL,0
2026-02-07 08:14:29,CP_12348,1,RemoteStartTransaction,unknown,UNKNOWN,UNKNOWN,,False,False,Accepted,0x200,,0.0,18,UNAUTHORIZED_REMOTE_START,1
2026-01-24 04:33:15,CP_12349,1,RemoteStopTransaction,10.0.0.50,CSMS,user_005,session_177ce90b5be64c8e,True,True,Accepted,0x201,4480,16.07,386,NORMAL,0
2026-02-10 16:03:33,CP_12349,2,Reset,10.0.0.50,EXTERNAL,fleet_002,,True,False,Rejected,0x300,55,0.0,75,SESSIONLESS_COMMAND,1
2026-01-27 05:29:20,CP_12349,1,RemoteStopTransaction,192.168.1.101,CSMS,user_003,session_bcb658c7047544a4,True,True,Accepted,0x201,4704,25.79,426,NORMAL,0
2026-01-14 10:13:39,CP_12349,2,RemoteStopTransaction,192.168.1.100,CSMS,user_004,session_58c678dde2e34178,True,True,Accepted,0x201,2342,14.92,245,NORMAL,0
2026-01-18 23:42:58,CP_12345,2,GetConfiguration,192.168.1.101,CSMS,user_001,session_b0f4fd9eab424df0,True,True,Accepted,0x302,8119,26.85,138,NORMAL,0
2026-01-31 07:01:00,CP_12347,1,RemoteStartTransaction,192.168.1.100,CSMS,NULL,session_b78989b2362c4801,False,False,Rejected,0x200,,0.0,87,FAKE_ID_TAG,1
2026-01-19 08:17:03,CP_12348,2,GetConfiguration,192.168.1.101,CSMS,fleet_001,session_1fd886dc923b4bd7,True,True,Accepted,0x302,9867,20.13,245,NORMAL,0
2026-02-10 01:12:12,CP_12346,2,RemoteStartTransaction,unknown,UNKNOWN,CLONE_003,,False,False,Accepted,0x200,,0.0,50,UNAUTHORIZED_REMOTE_START,1
2026-01-30 08:24:14,CP_12346,2,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x999,,2.4884894928793866,4,CAN_BUS_INJECTION,1
2026-01-21 11:31:51,CP_12349,2,RemoteStartTransaction,192.168.1.100,CSMS,admin_001,session_6fb0bde8f8b2493a,True,True,Accepted,0x200,8635,31.63,379,NORMAL,0
2026-01-16 05:56:42,CP_12348,1,RemoteStartTransaction,192.168.1.100,CSMS,admin_001,session_34d6518f0ff346a6,True,True,Accepted,0x200,9557,48.62,114,NORMAL,0
2026-02-07 09:17:43,CP_12345,1,RemoteStartTransaction,0.0.0.0,UNKNOWN,UNKNOWN,,False,False,Rejected,0x200,,0.0,29,UNAUTHORIZED_REMOTE_START,1
2026-01-31 19:52:28,CP_12347,2,RemoteStartTransaction,185.220.101.1,UNKNOWN,NULL,,False,False,Rejected,0x200,,0.0,43,UNAUTHORIZED_REMOTE_START,1
2026-01-08 09:09:15,CP_12345,1,GetConfiguration,10.0.0.50,CSMS,fleet_001,session_bda5c7dec91f4d70,True,True,Accepted,0x302,4465,18.97,264,NORMAL,0
2026-01-06 12:52:15,CP_12345,1,Reset,192.168.1.101,CSMS,user_003,session_645ea5837a0442d6,True,True,Accepted,0x300,4090,37.11,307,NORMAL,0
2026-02-10 09:46:33,CP_12346,1,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x201,,72.39076522080646,6,CAN_BUS_INJECTION,1
2026-02-04 17:40:03,CP_12347,2,RemoteStartTransaction,185.220.101.1,UNKNOWN,UNKNOWN,,False,False,Accepted,0x200,,0.0,20,UNAUTHORIZED_REMOTE_START,1
2026-01-25 09:32:38,CP_12345,2,GetConfiguration,192.168.1.100,CSMS,user_001,session_596476e4da304ef2,True,True,Accepted,0x302,9725,45.18,289,NORMAL,0
2026-01-30 17:05:43,CP_12348,2,RemoteStartTransaction,45.33.32.156,UNKNOWN,CLONE_003,,False,False,Rejected,0x200,,0.0,21,UNAUTHORIZED_REMOTE_START,1
2026-01-01 03:20:00,CP_12345,2,Reset,10.0.0.50,CSMS,fleet_002,session_c57129d7971043b0,True,True,Accepted,0x300,6199,25.73,469,NORMAL,0
2026-01-29 12:59:39,CP_12347,2,ChangeConfiguration,192.168.1.100,CSMS,user_005,session_e9d815c326004bdd,True,True,Accepted,0x301,2132,14.66,318,NORMAL,0
2026-01-18 07:13:54,CP_12348,1,Reset,192.168.1.100,CSMS,user_005,session_ffdc5e2ff142410f,True,True,Accepted,0x300,6963,18.91,358,NORMAL,0
2026-01-19 06:15:14,CP_12345,1,RemoteStartTransaction,10.0.0.50,CSMS,user_005,session_8f130ab823ff499e,True,True,Accepted,0x200,9127,27.43,346,NORMAL,0
2026-02-11 05:27:02,CP_12345,1,ChangeConfiguration,0.0.0.0,EXTERNAL,user_004,,False,False,Accepted,0x301,,0.0,22,UNKNOWN_IP_COMMAND,1
2026-01-09 09:51:00,CP_12345,1,GetConfiguration,192.168.1.101,CSMS,user_004,session_33923a153c2944a7,True,True,Accepted,0x302,1084,28.94,336,NORMAL,0
2026-01-30 03:57:32,CP_12346,1,RemoteStopTransaction,10.0.0.50,CSMS,user_001,session_d84d81fdeee14faa,True,True,Accepted,0x201,9639,42.16,146,NORMAL,0
2026-01-22 14:27:45,CP_12345,2,GetConfiguration,192.168.1.101,CSMS,user_005,session_72348a44e5384ca5,True,True,Accepted,0x302,7672,33.61,384,NORMAL,0
2026-01-04 13:34:21,CP_12348,1,RemoteStopTransaction,192.168.1.100,CSMS,fleet_001,session_444bed3a531a4a7f,True,True,Accepted,0x201,7404,17.75,428,NORMAL,0
2026-01-16 22:26:56,CP_12347,2,GetConfiguration,10.0.0.50,CSMS,user_002,session_5d48c5433cee4724,True,True,Accepted,0x302,5131,24.42,265,NORMAL,0
2026-01-01 13:31:47,CP_12345,1,RemoteStartTransaction,192.168.1.101,CSMS,user_003,session_376f48b1969044fb,True,True,Accepted,0x200,5632,11.15,325,NORMAL,0
2026-01-22 18:35:38,CP_12346,2,RemoteStopTransaction,192.168.1.100,CSMS,user_002,session_73d6d6cfd9cd4684,True,True,Accepted,0x201,3653,39.23,180,NORMAL,0
2026-02-08 20:48:57,CP_12347,2,RemoteStartTransaction,91.121.87.10,EXTERNAL,admin_001,,False,False,Accepted,0x200,,0.0,27,UNKNOWN_IP_COMMAND,1
2026-02-05 10:10:17,CP_12348,2,Reset,91.121.87.10,EXTERNAL,CLONE_003,,False,False,Rejected,0x300,,0.0,11,UNKNOWN_IP_COMMAND,1
2026-01-19 15:28:52,CP_12346,1,RemoteStartTransaction,192.168.1.100,CSMS,user_005,session_2d76ffb7ff374b1f,True,True,Accepted,0x200,8693,22.74,406,NORMAL,0
2026-01-12 08:18:08,CP_12347,2,GetConfiguration,192.168.1.101,CSMS,fleet_001,session_afb4f8261dbe4281,True,True,Accepted,0x302,8071,19.35,101,NORMAL,0
2026-01-16 14:31:04,CP_12345,2,ChangeConfiguration,192.168.1.100,CSMS,user_001,session_82e9f3d3b78244c9,True,True,Accepted,0x301,6367,31.75,185,NORMAL,0
2026-01-06 03:01:23,CP_12345,1,Reset,192.168.1.101,CSMS,user_001,session_27065b23c8ff42f4,True,True,Accepted,0x300,8650,29.61,283,NORMAL,0
2026-01-13 12:56:39,CP_12349,1,GetConfiguration,192.168.1.100,CSMS,admin_001,session_c05fd8b3f22d4d2f,True,True,Accepted,0x302,8670,10.67,345,NORMAL,0
2026-02-11 10:12:04,CP_12345,1,RemoteStopTransaction,192.168.1.101,EXTERNAL,fleet_001,,True,False,Accepted,0x201,59,0.0,65,SESSIONLESS_COMMAND,1
2026-01-05 11:34:16,CP_12349,2,RemoteStopTransaction,192.168.1.101,CSMS,user_004,session_c27351c05c2e4751,True,True,Accepted,0x201,7669,29.25,364,NORMAL,0
2026-01-12 09:06:22,CP_12349,1,Reset,10.0.0.50,CSMS,user_001,session_9b5d84413fa24d98,True,True,Accepted,0x300,1280,30.63,288,NORMAL,0
2026-01-24 18:27:19,CP_12349,2,RemoteStartTransaction,192.168.1.101,CSMS,user_002,session_e0507d77ef2c4f66,True,True,Accepted,0x200,4836,45.4,349,NORMAL,0
2026-02-07 16:23:55,CP_12345,2,RemoteStartTransaction,185.220.101.1,UNKNOWN,FAKE_001,,False,False,Accepted,0x200,,0.0,15,UNAUTHORIZED_REMOTE_START,1
2026-02-02 18:03:00,CP_12345,2,RemoteStartTransaction,10.0.0.50,EXTERNAL,NULL,session_7a4f461230ca46d7,True,False,Rejected,0x200,,0.0,68,FAKE_ID_TAG,1
2026-01-11 14:38:33,CP_12345,2,GetConfiguration,10.0.0.50,CSMS,user_004,session_75ddf53fd2a0426e,True,True,Accepted,0x302,5628,41.67,436,NORMAL,0
2026-01-12 06:30:49,CP_12348,1,Reset,10.0.0.50,CSMS,user_003,session_6bc5b02a78d6491f,True,True,Accepted,0x300,8973,28.71,276,NORMAL,0
2026-01-26 15:27:28,CP_12348,2,RemoteStartTransaction,192.168.1.100,CSMS,user_004,session_36707fb9496f4fb6,True,True,Accepted,0x200,4168,27.46,118,NORMAL,0
2026-01-21 04:27:21,CP_12347,1,RemoteStopTransaction,10.0.0.50,CSMS,user_004,session_144bd1747a164d05,True,True,Accepted,0x201,5187,28.85,403,NORMAL,0
2026-01-05 10:22:28,CP_12348,2,GetConfiguration,192.168.1.100,CSMS,fleet_001,session_603a2dbba25d4f8c,True,True,Accepted,0x302,3940,10.4,177,NORMAL,0
2026-02-06 17:06:18,CP_12346,99,DIRECT_CAN_INJECTION,CAN_BUS,CAN_DIRECT,,,False,False,N/A,0x201,,27.738945204906575,1,CAN_BUS_INJECTION,1
2026-01-20 10:44:05,CP_12349,2,Reset,192.168.1.100,CSMS,user_001,session_87a2711a837e4301,True,True,Accepted,0x300,6358,17.83,106,NORMAL,0
2026-01-19 05:59:14,CP_12345,1,RemoteStartTransaction,10.0.0.50,CSMS,user_001,session_5a6009fc1b914146,True,True,Accepted,0x200,9968,30.14,367,NORMAL,0
2026-02-10 20:40:18,CP_12345,2,GetConfiguration,10.0.0.50,CSMS,STOLEN_002,session_00231c0f632f495a,False,False,Rejected,0x200,,0.0,145,FAKE_ID_TAG,1
2026-01-02 14:29:43,CP_12345,1,Reset,192.168.1.100,CSMS,admin_001,session_159fa541c6cc43c2,True,True,Accepted,0x300,9634,29.53,280,NORMAL,0
2026-01-05 09:59:31,CP_12348,1,RemoteStopTransaction,10.0.0.50,CSMS,fleet_002,session_76a30ce8d92b4027,True,True,Accepted,0x201,7965,20.1,144,NORMAL,0
2026-02-01 03:37:15,CP_12348,2,GetConfiguration,45.33.32.156,EXTERNAL,admin_001,,False,False,Accepted,0x302,,0.0,24,UNKNOWN_IP_COMMAND,1
2026-01-18 01:04:08,CP_12349,2,RemoteStopTransaction,192.168.1.100,CSMS,user_003,session_75fac00c86d8417c,True,True,Accepted,0x201,3639,5.54,174,NORMAL,0
2026-01-05 23:02:33,CP_12347,2,GetConfiguration,192.168.1.101,CSMS,fleet_001,session_3c20aeb9e4ce475d,True,True,Accepted,0x302,6660,10.44,396,NORMAL,0
2026-01-07 11:04:07,CP_12346,1,RemoteStopTransaction,192.168.1.100,CSMS,admin_001,session_dac83bd3b2f24a0b,True,True,Accepted,0x201,9510,16.59,382,NORMAL,0
2026-01-11 12:03:05,CP_12349,2,Reset,10.0.0.50,CSMS,user_002,session_55f375796a9f4dd5,True,True,Accepted,0x300,9125,20.36,463,NORMAL,0
2026-01-29 13:43:35,CP_12348,2,RemoteStartTransaction,192.168.1.101,CSMS,user_005,session_3bfe4c3417004990,True,True,Accepted,0x200,7769,24.11,323,NORMAL,0
2026-01-28 15:41:49,CP_12349,2,Reset,10.0.0.50,CSMS,user_002,session_6ee69638387145ac,True,True,Accepted,0x300,5819,49.89,461,NORMAL,0
2026-02-01 19:57:29,CP_12348,1,ChangeConfiguration,unknown,CSMS,STOLEN_002,,True,False,Rejected,0x200,,0.0,144,FAKE_ID_TAG,1
2026-01-20 03:23:48,CP_12348,1,RemoteStartTransaction,192.168.1.100,CSMS,user_001,session_af3b228bf8854d70,True,True,Accepted,0x200,6351,16.86,475,NORMAL,0
