id,timestamp,charge_point_id,session_id,user_role,original_role,requested_action,required_role,action_allowed,ip_address,rfid_tag,auth_method,request_source,config_modified,role_changed,escalation_attempt,bypass_detected,label
101,2026-01-01T22:54:00Z,CP_009,SES_590098,operator,operator,RemoteStopTransaction,operator,1,192.168.1.13,VALID_RFID_2886,Backend,remote_csms,0,0,0,0,0
102,2026-01-01T01:08:00Z,CP_010,TXN_987330,guest,guest,StatusNotification,guest,1,192.168.1.9,VALID_RFID_5151,Backend,remote_csms,0,0,0,0,0
103,2026-01-01T18:27:00Z,CP_007,AUTH_942387,guest,user,DisableSecurityProtocol,superadmin,0,185.143.220.18,ATTACKER_TAG_624,Spoofed_RFID,mitm_proxy,1,0,1,0,1
104,2026-01-01T21:04:00Z,CP_012,AUTH_369109,user,guest,UpdateFirmware,admin,1,10.0.0.17,ATTACKER_TAG_867,Replay_Attack,mitm_proxy,1,0,1,0,1
105,2026-01-01T07:31:00Z,CP_027,AUTH_920388,admin,admin,SendLocalList,admin,1,192.168.1.45,VALID_RFID_2997,Mobile_App,remote_csms,0,0,0,0,0
106,2026-01-01T15:28:00Z,CP_016,AUTH_819508,guest,user,UnlockConnector,operator,0,185.143.220.13,ATTACKER_TAG_731,Injected_Token,mitm_proxy,0,0,1,1,1
107,2026-01-01T02:12:00Z,CP_047,TXN_680249,superadmin,superadmin,BypassAuthentication,superadmin,1,192.168.1.30,VALID_RFID_6260,RFID,remote_csms,0,0,0,0,0
108,2026-01-01T03:10:00Z,CP_011,TXN_963654,superadmin,superadmin,GetDiagnostics,admin,1,192.168.1.28,VALID_RFID_2075,Backend,remote_csms,0,0,0,0,0
109,2026-01-01T19:47:00Z,CP_040,SES_973885,guest,guest,Heartbeat,guest,1,192.168.1.42,VALID_RFID_6291,RFID,local,0,0,0,0,0
110,2026-01-01T06:33:00Z,CP_010,TXN_765748,admin,user,ChangeConfiguration,admin,1,10.0.0.17,ATTACKER_TAG_738,Injected_Token,mitm_proxy,0,1,1,0,1
111,2026-01-01T07:51:00Z,CP_023,TXN_457354,operator,operator,Authorize,guest,1,192.168.1.25,VALID_RFID_5468,RFID,local,0,0,0,0,0
112,2026-01-01T13:38:00Z,CP_028,SES_137623,admin,admin,StatusNotification,guest,1,192.168.1.47,VALID_RFID_5940,Backend,remote_csms,0,0,0,0,0
113,2026-01-01T05:02:00Z,CP_006,TXN_222923,operator,operator,ChangeAvailability,operator,1,192.168.1.25,VALID_RFID_9417,RFID,remote_csms,0,0,0,0,0
114,2026-01-01T10:37:00Z,CP_011,SES_256632,superadmin,superadmin,SendLocalList,admin,1,192.168.1.41,VALID_RFID_8986,Backend,local,0,0,0,0,0
115,2026-01-01T11:20:00Z,CP_024,SES_733496,admin,admin,StatusNotification,guest,1,192.168.1.34,VALID_RFID_4108,Mobile_App,local,0,0,0,0,0
116,2026-01-01T02:44:00Z,CP_003,AUTH_779675,superadmin,superadmin,DisableSecurityProtocol,superadmin,1,192.168.1.32,VALID_RFID_6448,Mobile_App,remote_csms,0,0,0,0,0
117,2026-01-01T23:07:00Z,CP_034,AUTH_412604,operator,operator,GetConfiguration,operator,1,192.168.1.30,VALID_RFID_2496,RFID,local,0,0,0,0,0
118,2026-01-01T20:17:00Z,CP_024,SES_327284,admin,admin,UpdateFirmware,admin,1,192.168.1.20,VALID_RFID_7969,PIN,local,0,0,0,0,0
119,2026-01-01T23:01:00Z,CP_030,SES_777152,admin,admin,Authorize,guest,1,192.168.1.29,VALID_RFID_6430,Mobile_App,remote_csms,0,0,0,0,0
120,2026-01-01T21:10:00Z,CP_043,TXN_985357,operator,operator,MeterValues,user,1,192.168.1.26,VALID_RFID_3280,RFID,remote_csms,0,0,0,0,0
121,2026-01-01T21:59:00Z,CP_017,SES_522916,admin,admin,Authorize,guest,1,192.168.1.36,VALID_RFID_2972,RFID,remote_csms,0,0,0,0,0
122,2026-01-01T07:24:00Z,CP_001,SES_332756,superadmin,guest,ModifyUserRoles,superadmin,1,10.0.0.18,ATTACKER_TAG_717,MITM_Attack,unknown,0,1,1,1,1
123,2026-01-01T10:38:00Z,CP_042,TXN_116811,guest,user,UpdateFirmware,admin,1,185.143.220.1,ATTACKER_TAG_324,Spoofed_RFID,external,1,0,1,0,1
124,2026-01-01T02:39:00Z,CP_012,SES_202136,operator,operator,StartTransaction,user,1,192.168.1.15,VALID_RFID_4629,PIN,remote_csms,0,0,0,0,0
125,2026-01-01T15:56:00Z,CP_006,AUTH_186135,guest,guest,Heartbeat,guest,1,192.168.1.21,VALID_RFID_4083,PIN,remote_csms,0,0,0,0,0
126,2026-01-01T14:44:00Z,CP_037,SES_460646,superadmin,superadmin,StartTransaction,user,1,192.168.1.34,VALID_RFID_1091,Mobile_App,remote_csms,0,0,0,0,0
127,2026-01-01T02:37:00Z,CP_013,TXN_881956,superadmin,superadmin,StartTransaction,user,1,192.168.1.20,VALID_RFID_4136,Backend,local,0,0,0,0,0
128,2026-01-01T07:20:00Z,CP_033,SES_842357,superadmin,operator,ChangeConfiguration,admin,1,185.143.220.13,ATTACKER_TAG_976,Spoofed_RFID,mitm_proxy,0,1,1,0,1
129,2026-01-01T07:17:00Z,CP_010,SES_394187,user,user,Heartbeat,guest,1,192.168.1.31,VALID_RFID_3428,Backend,local,0,0,0,0,0
130,2026-01-01T13:10:00Z,CP_024,SES_884581,operator,operator,StartTransaction,user,1,192.168.1.45,VALID_RFID_9599,Mobile_App,local,0,0,0,0,0
131,2026-01-01T00:06:00Z,CP_044,AUTH_911022,user,user,StatusNotification,guest,1,192.168.1.49,VALID_RFID_6844,Backend,remote_csms,0,0,0,0,0
132,2026-01-01T16:11:00Z,CP_030,SES_537831,admin,admin,GetDiagnostics,admin,1,192.168.1.6,VALID_RFID_1222,PIN,local,0,0,0,0,0
133,2026-01-01T18:29:00Z,CP_017,SES_839286,user,operator,ChangeConfiguration,admin,1,185.143.220.13,ATTACKER_TAG_204,MITM_Attack,unknown,1,0,1,0,1
134,2026-01-01T13:11:00Z,CP_038,AUTH_132331,user,user,StatusNotification,guest,1,192.168.1.17,VALID_RFID_6392,RFID,local,0,0,0,0,0
135,2026-01-01T00:37:00Z,CP_027,AUTH_748586,user,user,StatusNotification,guest,1,192.168.1.47,VALID_RFID_1583,Mobile_App,remote_csms,0,0,0,0,0
136,2026-01-01T08:19:00Z,CP_004,SES_496010,operator,operator,MeterValues,user,1,192.168.1.2,VALID_RFID_3027,RFID,local,0,0,0,0,0
137,2026-01-01T17:43:00Z,CP_036,AUTH_390992,admin,admin,UnlockConnector,operator,1,192.168.1.10,VALID_RFID_1355,Backend,remote_csms,0,0,0,0,0
138,2026-01-01T03:17:00Z,CP_002,TXN_100108,user,user,StartTransaction,user,1,192.168.1.21,VALID_RFID_1925,Mobile_App,remote_csms,0,0,0,0,0
139,2026-01-01T21:58:00Z,CP_042,TXN_360711,admin,operator,FactoryReset,superadmin,0,185.143.220.3,ATTACKER_TAG_668,MITM_Attack,external,1,1,1,1,1
140,2026-01-01T12:18:00Z,CP_047,SES_349233,guest,user,UnlockConnector,operator,0,10.0.0.8,ATTACKER_TAG_362,MITM_Attack,unknown,0,0,1,1,1
141,2026-01-01T12:45:00Z,CP_046,AUTH_337223,guest,guest,StatusNotification,guest,1,192.168.1.24,VALID_RFID_2237,Mobile_App,local,0,0,0,0,0
142,2026-01-01T03:36:00Z,CP_032,SES_715881,guest,user,DisableSecurityProtocol,superadmin,0,10.0.0.6,ATTACKER_TAG_334,MITM_Attack,unknown,1,0,1,0,1
143,2026-01-01T13:56:00Z,CP_014,TXN_816757,admin,admin,StartTransaction,user,1,192.168.1.42,VALID_RFID_3618,PIN,local,0,0,0,0,0
144,2026-01-01T07:00:00Z,CP_050,TXN_320389,guest,guest,Heartbeat,guest,1,192.168.1.40,VALID_RFID_5407,Mobile_App,remote_csms,0,0,0,0,0
145,2026-01-01T08:49:00Z,CP_048,SES_416115,operator,operator,FactoryReset,superadmin,1,10.0.0.26,ATTACKER_TAG_927,Injected_Token,unknown,0,0,1,1,1
146,2026-01-01T02:39:00Z,CP_029,AUTH_715109,guest,guest,StatusNotification,guest,1,192.168.1.3,VALID_RFID_1000,Mobile_App,local,0,0,0,0,0
147,2026-01-01T14:56:00Z,CP_017,AUTH_746838,superadmin,superadmin,BypassAuthentication,superadmin,1,192.168.1.38,VALID_RFID_7728,RFID,local,0,0,0,0,0
148,2026-01-01T14:35:00Z,CP_050,SES_164527,user,user,StatusNotification,guest,1,192.168.1.20,VALID_RFID_7408,Backend,remote_csms,0,0,0,0,0
149,2026-01-01T15:34:00Z,CP_024,AUTH_416078,guest,guest,StatusNotification,guest,1,192.168.1.44,VALID_RFID_9023,PIN,local,0,0,0,0,0
150,2026-01-01T19:05:00Z,CP_002,SES_170996,user,user,Authorize,guest,1,192.168.1.26,VALID_RFID_1492,Mobile_App,local,0,0,0,0,0
151,2026-01-01T16:21:00Z,CP_024,SES_303329,guest,guest,StatusNotification,guest,1,192.168.1.32,VALID_RFID_5877,PIN,remote_csms,0,0,0,0,0
152,2026-01-01T06:23:00Z,CP_019,SES_354210,user,user,MeterValues,user,1,192.168.1.30,VALID_RFID_9091,Mobile_App,remote_csms,0,0,0,0,0
153,2026-01-01T13:13:00Z,CP_004,TXN_393870,operator,operator,Heartbeat,guest,1,192.168.1.18,VALID_RFID_1153,RFID,local,0,0,0,0,0
154,2026-01-01T22:01:00Z,CP_045,SES_102114,operator,operator,UnlockConnector,operator,1,192.168.1.9,VALID_RFID_5519,RFID,remote_csms,0,0,0,0,0
155,2026-01-01T17:51:00Z,CP_047,TXN_304163,admin,guest,FactoryReset,superadmin,1,10.0.0.2,ATTACKER_TAG_603,Replay_Attack,unknown,1,1,1,1,1
156,2026-01-01T08:14:00Z,CP_019,AUTH_814159,guest,guest,Authorize,guest,1,192.168.1.24,VALID_RFID_3124,Mobile_App,remote_csms,0,0,0,0,0
157,2026-01-01T03:07:00Z,CP_050,SES_565650,superadmin,superadmin,BypassAuthentication,superadmin,1,192.168.1.7,VALID_RFID_4500,Mobile_App,local,0,0,0,0,0
158,2026-01-01T17:55:00Z,CP_040,TXN_382944,user,user,MeterValues,user,1,192.168.1.17,VALID_RFID_9151,Mobile_App,remote_csms,0,0,0,0,0
