timestamp,charge_point_id,message_type,source_id,claimed_source_id,is_verified,message_hash,expected_hash,hash_match,session_id,transaction_id,message_sequence,time_since_last_message,is_replay,is_critical_command,authentication_method,encryption_status,source_ip_match,protocol_version,message_size_bytes,response_time_ms,anomaly_type,label
2026-01-01 06:07:23,CP_005,UnlockConnector,SRC_012,SRC_012,1,4f276fa24eaa75a0,4f276fa24eaa75a0,1,SESSION_47627,50910,893,19.03,0,1,certificate,TLS1.3,1,OCPP1.6,1729,172.18,none,0
2026-01-01 01:50:00,CP_009,DataTransfer,SRC_016,SRC_016,1,344a4f2ea9f398f7,344a4f2ea9f398f7,1,SESSION_69148,48924,378,28.15,0,0,certificate,TLS1.2,1,OCPP1.6,700,169.73,none,0
2026-01-01 03:54:59,CP_016,StatusNotification,SRC_010,SRC_010,1,43e4b3683dfb2b34,43e4b3683dfb2b34,1,SESSION_98695,1662,434,7.15,0,0,token,TLS1.3,1,OCPP1.6,456,10.65,none,0
2026-01-01 01:41:20,CP_005,RemoteStartTransaction,SRC_011,SRC_011,0,2ea463779188335d,713df55a83b1f184,0,SESSION_93906,80210,513,19.16,0,1,password,TLS1.2,1,OCPP1.6,422,70.72,message_tampering,1
2026-01-01 03:47:19,CP_008,StartTransaction,SRC_020,SRC_020,1,a2b3c04ff8965494,a2b3c04ff8965494,1,SESSION_92647,73759,47,11.57,0,0,token,TLS1.3,1,OCPP1.6,414,10.26,none,0
2026-01-01 03:47:30,CP_001,DataTransfer,SRC_007,SRC_007,1,9ae484845e8fbee4,9ae484845e8fbee4,1,SESSION_67700,91864,956,16.57,0,0,certificate,TLS1.2,1,OCPP1.6,1220,178.29,none,0
2026-01-01 02:41:30,CP_019,Authorize,SRC_018,SRC_018,1,eabefa72d10c12b2,eabefa72d10c12b2,1,SESSION_38505,66361,33,4.02,0,0,certificate,TLS1.2,1,OCPP1.6,1125,59.33,none,0
2026-01-01 02:38:50,CP_013,FirmwareStatusNotification,SRC_003,SRC_003,0,58aac180c3b57af4,58aac180c3b57af4,1,SESSION_78394,72917,894,9.75,0,0,password,broken,1,OCPP1.5,49,102.26,protocol_manipulation,1
2026-01-01 03:05:23,CP_003,UnlockConnector,SRC_018,SRC_018,1,8bd587efdc7602f2,8bd587efdc7602f2,1,SESSION_77821,90707,271,29.67,0,1,certificate,TLS1.2,1,OCPP1.6,1204,186.7,none,0
2026-01-01 00:15:30,CP_003,DataTransfer,SRC_012,SRC_012,1,9dedc61e0e6b48f8,9dedc61e0e6b48f8,1,SESSION_10408,77485,732,22.76,0,0,password,TLS1.3,1,OCPP1.6,1330,34.3,none,0
2026-01-01 02:31:01,CP_002,MeterValues,SRC_019,SRC_019,1,e3f2ea2c56a68954,e3f2ea2c56a68954,1,SESSION_42846,12555,237,7.57,0,0,password,TLS1.3,1,OCPP1.6,1533,188.57,none,0
2026-01-01 00:27:24,CP_004,Heartbeat,SRC_005,SRC_005,1,56f47724ac3130e5,56f47724ac3130e5,1,SESSION_92501,32111,222,5.06,0,0,token,TLS1.2,1,OCPP1.6,1575,178.71,none,0
2026-01-01 06:47:37,CP_015,StatusNotification,SRC_010,SRC_010,1,7c62a0a98eb832cd,7c62a0a98eb832cd,1,SESSION_99228,33710,108,12.23,0,0,certificate,TLS1.2,1,OCPP1.6,1077,62.02,none,0
2026-01-01 02:49:36,CP_004,StopTransaction,SRC_017,SRC_017,1,742ebad2771c518a,742ebad2771c518a,1,SESSION_84006,68520,366,14.74,0,0,token,TLS1.3,1,OCPP1.6,339,80.09,none,0
2026-01-01 02:05:21,CP_005,UnlockConnector,SRC_017,SRC_017,1,19251f8f5e6b4e1c,19251f8f5e6b4e1c,1,SESSION_55715,18490,691,11.65,0,1,certificate,TLS1.3,1,OCPP1.6,1678,72.58,none,0
2026-01-01 06:43:51,CP_004,DiagnosticsStatusNotification,SRC_010,SRC_010,1,72ae67bf495e2434,72ae67bf495e2434,1,SESSION_64750,90321,198,18.9,0,0,password,TLS1.2,1,OCPP1.6,1544,145.37,none,0
2026-01-01 11:32:28,CP_007,UnlockConnector,SRC_017,SRC_017,0,d4aac298765ad755,d4aac298765ad755,1,SESSION_69595,76430,496,13.89,0,1,none,none,0,OCPP1.6,1009,3.21,message_injection,1
2026-01-01 02:17:54,CP_013,StopTransaction,SRC_009,SRC_009,1,a6f69669c95214d5,a6f69669c95214d5,1,SESSION_19632,63434,219,3.17,0,0,token,TLS1.3,1,OCPP1.6,1546,76.76,none,0
2026-01-01 09:12:38,CP_007,StatusNotification,SRC_017,SRC_017,1,25fc089de73d31f8,25fc089de73d31f8,1,SESSION_74283,41778,913,8.48,0,0,token,TLS1.2,1,OCPP1.6,1369,48.52,none,0
2026-01-01 00:02:40,CP_005,MeterValues,SRC_019,SRC_019,1,47ba140d0c3d27d1,47ba140d0c3d27d1,1,SESSION_72368,27244,16,21.24,0,0,password,TLS1.3,1,OCPP1.6,157,58.82,none,0
2026-01-01 01:57:18,CP_003,Authorize,SRC_005,SRC_005,1,403d227b37db82d0,403d227b37db82d0,1,SESSION_56870,81899,842,2.59,0,0,certificate,TLS1.2,1,OCPP1.6,1038,178.64,none,0
2026-01-01 06:52:55,CP_010,BootNotification,SRC_004,SRC_004,0,f6ba803b37e44d84,f6ba803b37e44d84,1,SESSION_41458,12936,261,8.86,0,0,token,none,1,OCPP2.0_fake,29015,160.51,protocol_manipulation,1
2026-01-01 01:25:04,CP_005,UnlockConnector,SRC_007,SRC_007,1,e5235580573b4005,e5235580573b4005,1,SESSION_82817,93456,821,11.21,0,1,token,TLS1.2,1,OCPP1.6,616,180.26,none,0
2025-12-31 14:00:00,CP_019,RemoteStartTransaction,SRC_001,SRC_001,0,416f0ac4f869deb0,416f0ac4f869deb0,1,SESSION_19220,30493,91,29448.4,1,1,token,TLS1.2,1,OCPP1.6,1030,151.74,replay_attack,1
2026-01-01 01:53:45,CP_006,DataTransfer,SRC_013,SRC_013,1,7a0affb63b5fde2e,7a0affb63b5fde2e,1,SESSION_73774,67431,43,18.74,0,0,certificate,TLS1.3,1,OCPP1.6,1770,42.87,none,0
2026-01-01 01:04:00,CP_018,BootNotification,SRC_008,SRC_008,0,015fea2c1798603d,015fea2c1798603d,1,SESSION_85318,75884,446,13.94,0,0,token,none,1,OCPP1.5,20,104.66,protocol_manipulation,1
2025-12-31 10:00:00,CP_016,Reset,SRC_009,SRC_009,0,3850a9b84d003fca,3850a9b84d003fca,1,SESSION_33541,16431,74,41820.88,1,1,token,TLS1.3,1,OCPP1.6,1503,21.96,replay_attack,1
2026-01-01 08:15:00,CP_008,DiagnosticsStatusNotification,SRC_016,SRC_016,1,28cb0b2d43ec136a,28cb0b2d43ec136a,1,SESSION_83994,37161,119,5.55,0,0,token,TLS1.3,1,OCPP1.6,1129,134.71,none,0
2026-01-01 05:37:20,CP_008,ChangeConfiguration,SRC_014,SRC_014,0,2dade65b9d91cabb,2dade65b9d91cabb,1,SESSION_35669,8450,651,23.93,0,1,none,weak,0,OCPP1.6,492,2.23,message_injection,1
2026-01-01 03:22:00,CP_018,StartTransaction,SRC_018,SRC_018,1,07d3dcde4e2e00b7,07d3dcde4e2e00b7,1,SESSION_42870,33789,183,20.04,0,0,token,TLS1.3,1,OCPP1.6,1711,106.7,none,0
2026-01-01 02:52:15,CP_003,RemoteStartTransaction,SRC_006,SRC_006,1,5f41d1f0ed8fd478,5f41d1f0ed8fd478,1,SESSION_98291,9860,951,12.35,0,1,password,TLS1.3,1,OCPP1.6,1409,169.76,none,0
2026-01-01 03:31:12,CP_010,BootNotification,SRC_017,SRC_017,1,867912c271b96ebc,867912c271b96ebc,1,SESSION_91614,9459,59,9.63,0,0,certificate,TLS1.2,1,OCPP1.6,161,178.38,none,0
2026-01-01 05:26:20,CP_003,StartTransaction,SRC_005,SRC_005,1,02e6f9112a765872,02e6f9112a765872,1,SESSION_45272,63905,96,20.14,0,0,token,TLS1.2,1,OCPP1.6,1940,128.22,none,0
2026-01-01 07:23:48,CP_006,StatusNotification,SRC_014,SRC_014,0,bbc0786c28e77371,bbc0786c28e77371,1,SESSION_80014,95097,433,13.23,0,0,token,broken,1,OCPP1.5,25,159.0,protocol_manipulation,1
2026-01-01 04:13:00,CP_002,RemoteStopTransaction,SRC_009,SRC_009,0,a2132ebc80635e7b,fdb31b00bcf5cc99,0,SESSION_29560,29873,655,8.48,0,1,password,TLS1.2,1,OCPP1.6,692,142.61,message_tampering,1
2026-01-01 01:44:58,CP_013,RemoteStopTransaction,SRC_012,SRC_012,1,242a63ee32488046,242a63ee32488046,1,SESSION_80672,68501,291,15.68,0,1,password,TLS1.3,1,OCPP1.6,1637,53.44,none,0
2026-01-01 00:02:45,CP_019,StopTransaction,SRC_004,SRC_004,1,da62176bbfd16caf,da62176bbfd16caf,1,SESSION_35889,11326,798,25.61,0,0,certificate,TLS1.3,1,OCPP1.6,737,132.69,none,0
2026-01-01 08:02:18,CP_005,Heartbeat,SRC_008,SRC_008,1,540cdf4294f28d81,540cdf4294f28d81,1,SESSION_48202,36004,735,6.26,0,0,password,TLS1.2,1,OCPP1.6,520,122.94,none,0
2026-01-01 13:33:33,CP_016,RemoteStartTransaction,SRC_014,SRC_014,0,d758ae53641df8fa,d758ae53641df8fa,1,SESSION_18726,5674,305,9.34,0,1,invalid_cert,TLS1.2,0,OCPP1.6,1323,84.65,identity_spoofing,1
2026-01-01 02:01:33,CP_019,StatusNotification,SRC_015,SRC_015,1,bb8ee20aa901ed87,bb8ee20aa901ed87,1,SESSION_12449,23411,279,14.32,0,0,token,TLS1.2,1,OCPP1.6,1210,44.44,none,0
2026-01-01 00:48:20,CP_011,RemoteStartTransaction,SRC_008,SRC_008,1,b3b9f6d3e1bc6b5f,b3b9f6d3e1bc6b5f,1,SESSION_59828,84193,921,4.41,0,1,token,TLS1.3,1,OCPP1.6,1467,180.63,none,0
2026-01-01 01:00:15,CP_020,RemoteStartTransaction,SRC_FAKE_003,SRC_013,0,695ed98f6c9b442c,695ed98f6c9b442c,1,SESSION_33601,89745,484,8.39,0,1,none,TLS1.3,0,OCPP1.6,377,116.68,fake_source_id,1
2026-01-01 01:36:15,CP_005,StatusNotification,SRC_009,SRC_009,1,33c91b0349083e20,33c91b0349083e20,1,SESSION_35255,69450,25,14.58,0,0,token,TLS1.3,1,OCPP1.6,1030,142.35,none,0
2026-01-01 02:44:40,CP_001,Authorize,SRC_006,SRC_006,1,7d6cb6ad175aefa1,7d6cb6ad175aefa1,1,SESSION_49829,87575,552,20.61,0,0,token,TLS1.2,1,OCPP1.6,1641,174.2,none,0
2026-01-01 04:15:18,CP_010,RemoteStopTransaction,SRC_005,SRC_005,1,ad8e566cc2ae544b,ad8e566cc2ae544b,1,SESSION_30358,57551,943,29.35,0,1,token,TLS1.3,1,OCPP1.6,411,198.35,none,0
2026-01-01 00:41:26,CP_016,Authorize,SRC_008,SRC_008,1,e257260d6c8fe637,e257260d6c8fe637,1,SESSION_70056,82796,396,14.29,0,0,token,TLS1.2,1,OCPP1.6,1057,150.34,none,0
2026-01-01 00:36:25,CP_008,BootNotification,SRC_010,SRC_010,1,48b395924a9a2e17,48b395924a9a2e17,1,SESSION_26725,24232,793,17.33,0,0,token,TLS1.2,1,OCPP1.6,1871,53.55,none,0
2026-01-01 03:57:36,CP_018,BootNotification,SRC_015,SRC_015,1,4b402706fb5b95b8,4b402706fb5b95b8,1,SESSION_81176,87461,912,17.46,0,0,certificate,TLS1.3,1,OCPP1.6,464,113.76,none,0
2026-01-01 02:17:42,CP_015,RemoteStartTransaction,SRC_020,SRC_020,1,3166bb7e25eca9ea,3166bb7e25eca9ea,1,SESSION_48643,16628,596,9.15,0,1,certificate,TLS1.2,1,OCPP1.6,1376,100.58,none,0
2026-01-01 03:20:24,CP_016,StatusNotification,SRC_008,SRC_008,1,56db4cb211e676ac,56db4cb211e676ac,1,SESSION_35518,78154,981,23.83,0,0,password,TLS1.2,1,OCPP1.6,461,83.4,none,0
2026-01-01 00:42:33,CP_003,ChangeConfiguration,SRC_004,SRC_004,0,6602d538894a8994,6602d538894a8994,1,SESSION_49107,60537,924,23.78,0,1,none,none,0,OCPP1.6,502,9.08,message_injection,1
2026-01-01 05:05:40,CP_012,Reset,SRC_016,SRC_016,1,210889442d7a317f,210889442d7a317f,1,SESSION_63188,75018,341,11.99,0,1,token,TLS1.2,1,OCPP1.6,118,71.03,none,0
2026-01-01 01:29:42,CP_012,RemoteStopTransaction,SRC_017,SRC_017,1,432a6e7945f5f98d,432a6e7945f5f98d,1,SESSION_21123,6707,701,6.88,0,1,password,TLS1.2,1,OCPP1.6,1188,11.93,none,0
2026-01-01 06:00:00,CP_011,StartTransaction,SRC_017,SRC_017,1,7c97301fe519b98f,7c97301fe519b98f,1,SESSION_61513,84633,716,2.25,0,0,certificate,TLS1.3,1,OCPP1.6,459,43.16,none,0
2026-01-01 00:03:49,CP_004,Heartbeat,SRC_015,SRC_015,1,987419bc9a572fe9,987419bc9a572fe9,1,SESSION_12666,12653,483,15.84,0,0,password,TLS1.3,1,OCPP1.6,834,66.14,none,0
2026-01-01 01:23:11,CP_011,DataTransfer,SRC_020,SRC_020,1,99710ff3d8f9fe2c,99710ff3d8f9fe2c,1,SESSION_17067,82746,313,10.06,0,0,password,TLS1.2,1,OCPP1.6,1989,69.03,none,0
2026-01-01 11:17:36,CP_001,Reset,SRC_001,SRC_001,0,49b0fe51fd666515,49b0fe51fd666515,1,SESSION_59273,35246,636,19.57,0,1,expired_token,TLS1.3,0,OCPP1.6,1210,93.79,identity_spoofing,1
2025-12-31 04:00:00,CP_020,RemoteStartTransaction,SRC_017,SRC_017,0,f739980f5f01565c,f739980f5f01565c,1,SESSION_60591,35265,54,38638.89,1,1,certificate,TLS1.3,1,OCPP1.6,1586,33.8,replay_attack,1
2026-01-01 02:22:34,CP_009,StartTransaction,SRC_020,SRC_020,1,4577ba889b05de54,4577ba889b05de54,1,SESSION_79569,5522,182,4.67,0,0,password,TLS1.2,1,OCPP1.6,1588,49.83,none,0
2026-01-01 05:35:26,CP_008,RemoteStartTransaction,SRC_006,SRC_006,1,99b2454f7e564230,99b2454f7e564230,1,SESSION_49183,70335,236,9.77,0,1,token,TLS1.2,1,OCPP1.6,776,198.85,none,0
2026-01-01 00:11:39,CP_019,Authorize,SRC_002,SRC_002,1,deb0897d5a5a9768,deb0897d5a5a9768,1,SESSION_78237,76364,937,25.88,0,0,password,TLS1.3,1,OCPP1.6,196,178.72,none,0
2026-01-01 01:57:36,CP_007,RemoteStopTransaction,SRC_013,SRC_013,1,6e3015f59fc1db6a,6e3015f59fc1db6a,1,SESSION_31674,36612,711,28.86,0,1,password,TLS1.2,1,OCPP1.6,1618,193.56,none,0
2026-01-01 05:17:54,CP_003,BootNotification,SRC_017,SRC_017,1,005a265e7627c197,005a265e7627c197,1,SESSION_23183,78575,879,16.46,0,0,token,TLS1.3,1,OCPP1.6,435,136.92,none,0
2025-12-31 01:00:00,CP_002,RemoteStartTransaction,SRC_006,SRC_006,0,9738b1b0f3a7231a,9738b1b0f3a7231a,1,SESSION_46765,71322,24,65139.35,1,1,password,TLS1.2,1,OCPP1.6,240,60.96,replay_attack,1
2026-01-01 07:39:30,CP_006,RemoteStartTransaction,SRC_012,SRC_012,0,745fd39d76c31a91,745fd39d76c31a91,1,SESSION_86812,60143,252,10.69,0,1,invalid_cert,TLS1.2,0,OCPP1.6,874,141.91,identity_spoofing,1
2026-01-01 01:41:08,CP_016,ChangeConfiguration,SRC_018,SRC_018,1,e62101cb74352a40,e62101cb74352a40,1,SESSION_11345,56366,463,9.46,0,1,certificate,TLS1.2,1,OCPP1.6,255,147.24,none,0
2026-01-01 01:26:38,CP_006,BootNotification,SRC_005,SRC_005,1,613572bf3091b51d,613572bf3091b51d,1,SESSION_31447,3875,900,23.73,0,0,certificate,TLS1.3,1,OCPP1.6,1813,72.86,none,0
2026-01-01 07:47:30,CP_020,MeterValues,SRC_014,SRC_014,1,2613990c8c8d4e0e,2613990c8c8d4e0e,1,SESSION_11463,70607,301,7.15,0,0,password,TLS1.3,1,OCPP1.6,820,25.25,none,0
2026-01-01 00:33:45,CP_005,RemoteStartTransaction,SRC_004,SRC_004,1,4a521af0866fd8f4,4a521af0866fd8f4,1,SESSION_50970,76949,818,2.54,0,1,token,TLS1.3,1,OCPP1.6,419,145.06,none,0
2026-01-01 01:39:00,CP_020,Heartbeat,SRC_016,SRC_016,1,8b92c123ebacb972,8b92c123ebacb972,1,SESSION_48666,62754,256,11.77,0,0,password,TLS1.2,1,OCPP1.6,177,157.54,none,0
2026-01-01 01:34:12,CP_001,StopTransaction,SRC_003,SRC_003,1,aafc727fec18de24,aafc727fec18de24,1,SESSION_78688,75371,608,17.13,0,0,certificate,TLS1.3,1,OCPP1.6,210,21.0,none,0
2025-12-31 03:00:00,CP_017,RemoteStopTransaction,SRC_003,SRC_003,0,ade206629b3e4e73,ade206629b3e4e73,1,SESSION_73578,52425,54,30962.22,1,1,certificate,TLS1.2,1,OCPP1.6,1431,109.37,replay_attack,1
2026-01-01 00:38:20,CP_013,DataTransfer,SRC_001,SRC_001,1,a3f5e00f181a6a81,a3f5e00f181a6a81,1,SESSION_15851,77383,704,25.59,0,0,token,TLS1.3,1,OCPP1.6,1064,32.31,none,0
2026-01-01 01:42:36,CP_007,RemoteStopTransaction,SRC_009,SRC_009,1,c738ab47191f9dad,c738ab47191f9dad,1,SESSION_90250,95473,494,25.09,0,1,certificate,TLS1.2,1,OCPP1.6,1735,77.34,none,0
2026-01-01 02:34:12,CP_002,RemoteStartTransaction,SRC_012,SRC_012,0,39629c2a02b3e801,ded28f02c2d29a8d,0,SESSION_66036,20548,465,27.06,0,1,password,TLS1.2,1,OCPP1.6,756,89.19,message_tampering,1
2026-01-01 02:48:48,CP_019,ChangeConfiguration,SRC_008,SRC_008,1,59054035c4583273,59054035c4583273,1,SESSION_76544,37174,443,17.05,0,1,password,TLS1.3,1,OCPP1.6,1059,28.27,none,0
2026-01-01 04:12:10,CP_001,RemoteStartTransaction,SRC_013,SRC_013,1,2901b77fbeb0e334,2901b77fbeb0e334,1,SESSION_93935,22153,887,28.09,0,1,certificate,TLS1.2,1,OCPP1.6,1290,147.24,none,0
2026-01-01 00:14:48,CP_011,StopTransaction,SRC_008,SRC_008,1,3a71e76996d46422,3a71e76996d46422,1,SESSION_62151,71026,982,7.56,0,0,password,TLS1.2,1,OCPP1.6,301,182.78,none,0
2025-12-31 11:00:00,CP_017,Reset,SRC_017,SRC_017,0,418240d310460253,418240d310460253,1,SESSION_11891,16990,17,63880.15,1,1,certificate,TLS1.2,1,OCPP1.6,1875,68.16,replay_attack,1
2026-01-01 02:57:20,CP_001,Authorize,SRC_004,SRC_004,1,aa20295ad1f2afff,aa20295ad1f2afff,1,SESSION_78587,78404,292,5.16,0,0,password,TLS1.3,1,OCPP1.6,286,99.48,none,0
2026-01-01 08:50:36,CP_016,Reset,SRC_016,SRC_016,0,05ae4ddda40a972e,a5045e22f531a54b,0,SESSION_82578,86709,511,10.25,0,1,token,TLS1.2,1,OCPP1.6,255,141.47,message_tampering,1
2026-01-01 03:05:51,CP_017,UnlockConnector,SRC_016,SRC_016,1,801d9ee12d80ba0d,801d9ee12d80ba0d,1,SESSION_59301,57781,518,18.43,0,1,token,TLS1.3,1,OCPP1.6,1851,176.17,none,0
2026-01-01 01:08:12,CP_020,Heartbeat,SRC_020,SRC_020,1,9c76479dd7c45f4b,9c76479dd7c45f4b,1,SESSION_52079,57669,521,7.84,0,0,token,TLS1.2,1,OCPP1.6,1702,24.81,none,0
2026-01-01 00:53:40,CP_020,DataTransfer,SRC_012,SRC_012,1,27dcbf23963a8311,27dcbf23963a8311,1,SESSION_19436,49664,741,3.79,0,0,password,TLS1.3,1,OCPP1.6,533,12.95,none,0
2026-01-01 01:14:55,CP_002,RemoteStopTransaction,SRC_016,SRC_016,1,c9ffeb4bc431c397,c9ffeb4bc431c397,1,SESSION_24889,24629,574,9.43,0,1,password,TLS1.2,1,OCPP1.6,763,78.59,none,0
2026-01-01 00:38:30,CP_007,DiagnosticsStatusNotification,SRC_019,SRC_019,1,94411bf3b5205546,94411bf3b5205546,1,SESSION_25380,83341,58,11.19,0,0,password,TLS1.3,1,OCPP1.6,369,53.98,none,0
2026-01-01 02:47:10,CP_003,StatusNotification,SRC_002,SRC_002,1,3c819fc0ea7b587d,3c819fc0ea7b587d,1,SESSION_11204,82139,596,22.27,0,0,token,TLS1.3,1,OCPP1.6,927,55.95,none,0
2026-01-01 02:35:00,CP_014,Heartbeat,SRC_004,SRC_004,1,fab73de432326b94,fab73de432326b94,1,SESSION_12813,59965,919,2.36,0,0,certificate,TLS1.3,1,OCPP1.6,1753,194.14,none,0
2026-01-01 05:50:30,CP_019,UnlockConnector,SRC_FAKE_003,SRC_016,0,56f740f1119b6f29,56f740f1119b6f29,1,SESSION_55809,85869,756,12.75,0,1,none,TLS1.3,0,OCPP1.6,427,193.6,fake_source_id,1
2026-01-01 02:12:04,CP_015,BootNotification,SRC_018,SRC_018,1,a0fa41d44a5d4538,a0fa41d44a5d4538,1,SESSION_70214,86051,494,29.0,0,0,token,TLS1.3,1,OCPP1.6,689,80.26,none,0
