latency,integrity,token,voltage,current,temp,meter,cost,ip
37.99222056929413,1.0,1.0,214.30995124987865,8.163185584896695,45.866261196941274,16.62215946999209,0.2449286979360854,0.0
30.773836015168875,1.0,0.0,219.61111401477328,19.249833892332447,31.188489941768687,6.94637045904305,0.12264172717734612,0.0
60.07171595878309,1.0,0.0,243.74238604670595,0.5169698792742894,29.11788078747216,10.796646657652488,0.042116743266085166,0.0
31.92120514271829,1.0,0.0,242.81197384132594,1.6108337196542344,20.13202482595884,16.347501622252587,0.20803755042241634,0.0
14.166504593740415,1.0,0.0,234.49872487550286,10.176376824725939,28.429161378389022,0.2522992544417302,0.07558630984872416,0.0
90.63108672643907,1.0,0.0,231.4481752060763,3.1406918496237157,47.563925233188684,9.873282941280658,0.25159379769972956,0.0
11.21510925846887,1.0,0.0,234.07585359421722,3.3031196300529997,45.29462506001111,1.6285906143189122,0.13270814948737053,0.0
79.3575098370891,1.0,0.0,244.87232960776345,19.374115867941107,26.56906431413016,7.070899254762438,0.10427926390377373,0.0
10.929668250127566,1.0,0.0,214.9887869937639,6.663240576855481,28.506393464659,16.867993606391792,0.06475670800188071,0.0
22.883281366503972,1.0,0.0,231.7293805327148,19.476146288359175,43.005247870606084,12.158157596996816,0.17868330458472026,0.0
32.54274334988933,1.0,0.0,249.8781686209817,15.026432405877454,46.00754568017283,7.389244220595296,0.13489046278871264,0.0
29.262037868611877,0.0,1.0,219.39416210529768,2.862745711631356,35.099166558210804,6.610113367575954,0.2459364379675566,0.0
45.56606517841726,1.0,0.0,240.79981972957137,13.759920436082503,49.05175574892923,2.2701323177417465,0.014629270953046003,0.0
93.90387596320356,0.0,1.0,235.3426118973189,3.8790134398013953,35.73484139036728,11.460835688927617,0.14591238471119095,0.0
2.187738443924281,1.0,0.0,237.30011075084437,18.044105157186017,43.30657365094253,3.231338338226044,0.235257005209617,0.0
47.831963487600895,1.0,0.0,226.28280164884623,6.66991910112281,21.46129368132179,14.538774951222038,0.06537440704313946,0.0
15.495534528950671,1.0,0.0,246.3917115449009,5.469200999136243,29.21113491648052,9.074070433590943,0.3064243118259291,0.0
73.5468342227889,1.0,0.0,223.83002514603524,4.703758168253986,23.77059758960052,4.7507504764674735,0.30381181254510947,0.0
67.45433457532832,1.0,1.0,218.84328340270207,10.436134145178329,43.96700002448675,8.896933664183507,0.05541303814631138,0.0
6.5822178393804665,1.0,0.0,229.64228367190182,4.049316340464994,36.19670855341081,9.304870072851086,0.3053936561767634,0.0
14.068327845236418,0.0,1.0,231.19008507398993,2.2060950819573555,49.79461980985426,5.480884876799124,0.1167697090112596,0.0
73.5044472558132,1.0,0.0,227.09361207269998,17.93356257207947,35.33222083249945,18.398471321029156,0.2725507914337033,0.0
85.43956491311071,1.0,0.0,220.2104419328057,8.117767718252543,44.40804808375212,7.028512604192092,0.18043006460297994,0.0
79.65862234970123,1.0,0.0,239.17819825842062,14.227575970482167,34.326774995385186,1.5025995879996024,0.17823358394212563,0.0
83.23636264703387,1.0,0.0,221.98464757218215,11.523533600347447,36.0614593981283,9.392021737107946,0.11823034088554785,0.0
52.226341264728504,1.0,0.0,212.43377163756693,16.21936440567001,43.769994440107546,2.856922318170867,0.29653794208737594,0.0
0.0920175905874232,0.0,0.0,245.8457278092378,8.985295805421622,29.995123303398337,8.441807043491568,0.39053712127581575,0.0
24.40922638652706,1.0,0.0,245.5972715076924,6.843046334027076,41.54245626778741,11.979001234205226,0.276749262566659,0.0
4.869149827130192,1.0,0.0,246.9105024499178,11.242442955766247,44.00820324197551,9.945815824533653,0.34619740155075185,0.0
51.24236604807637,1.0,0.0,232.36555686559976,9.757386571644302,29.986129588468938,14.628472436878251,0.0059567628444912035,0.0
92.66653056376138,1.0,0.0,234.99972017398414,8.47020097432923,49.29841739885768,15.196284833060316,0.023535146144912922,0.0
84.7555954912319,1.0,0.0,215.43367690061916,5.202428417597025,38.55969095415624,10.839093202724001,0.014512066292075021,0.0
96.66522025905444,1.0,0.0,225.7489770457605,13.324713774353832,33.22082491263416,7.82252311404779,0.257065778683756,0.0
